ringnr;adult_sex;year;month;day;locality;hatch_year;max_year;first_locality;last_locality;body_mass;thr_bill_depth;thr_bill_length;thr_tarsus;thr_wing
8L89556;1;2010;2;22;61;2008;2010;61;61;27.5;8.19;14.58;18.98;82.35
8L89557;1;2009;2;26;61;2008;2009;61;61;29;7.94;13.1;19.4;80
8L89558;2;2009;2;26;61;2008;2009;61;61;25.8;7.77;13.39;18.83;76
8L89558;2;2009;3;4;61;2008;2009;61;61;;;;;
8L89559;1;2009;2;26;61;2008;2009;61;61;27.5;7.72;13.79;18.88;78
8L89560;2;2009;2;26;61;2008;2009;61;61;30.2;7.84;14.32;19.19;77
8L89561;2;2009;2;27;61;2008;2009;61;61;32.1;8.6;13.99;19.18;79.29
8L89562;2;2009;2;27;61;2008;2012;61;61;31.1;8.74;13.94;19.4;79.29
8L89562;2;2010;2;18;61;2008;2012;61;61;32.1;8.44;14.24;19.4;79.86
8L89562;2;2012;3;5;61;2008;2012;61;61;33.8;8.74;13.92;19.3;80.86
8L89563;1;2009;2;27;61;2008;2011;61;61;30.6;8;13.14;19.6;82.29
8L89563;1;2009;3;4;61;2008;2011;61;61;;;;;
8L89563;1;2010;2;18;61;2008;2011;61;61;32.8;7.91;13.3;19.51;83.86
8L89563;1;2011;2;14;61;2008;2011;61;61;29.2;7.74;12.76;19.37;85.97
8L89564;1;2009;2;27;61;2008;2009;61;61;30.3;8.33;13;19.44;81.29
8L89565;2;2009;2;27;61;2008;2009;61;61;30;8.27;13.61;18.7;76.29
8L89566;1;2009;2;27;61;2008;2009;61;61;32.6;8.46;13.67;20.1;81.29
8L89567;2;2009;2;27;61;2008;2012;61;61;30.1;8.29;13.78;20.21;80.29
8L89567;2;2010;2;18;61;2008;2012;61;61;31;8.43;13.89;20.3;80.86
8L89567;2;2012;3;5;61;2008;2012;61;61;31;8.31;13.93;20.28;81.86
8L89568;1;2009;2;27;61;2008;2009;61;61;31.5;8.47;13.42;19.98;82.29
8L89569;1;2009;2;27;61;2008;2009;61;61;31.6;8.25;12.94;19.05;81.29
8L89570;1;2009;2;28;61;2008;2009;61;61;30.5;8.1;13.23;18.65;80.29
8L89571;2;2009;2;28;61;2008;2009;61;61;27.1;7.95;12.67;18.67;77.29
8L89572;2;2009;2;28;61;2008;2010;61;61;32.5;8.29;13.91;18.12;77
8L89572;2;2010;2;18;61;2008;2010;61;61;32.8;7.98;13.39;18.68;77.85
8L89573;2;2009;2;28;61;2008;2009;61;61;30.2;7.77;14.48;19.23;77
8L89574;1;2009;2;28;61;2008;2009;61;61;31.9;8.2;13.73;19.95;80
8L89575;1;2009;2;28;61;2008;2010;61;61;33.5;7.81;13.61;19.05;81
8L89575;1;2010;2;19;61;2008;2010;61;61;32.3;7.93;13.69;18.86;82.86
8L89576;1;2009;2;28;61;2008;2009;61;61;31.3;7.6;14.35;21.31;80
8L89577;1;2009;2;28;61;2008;2010;61;61;29.7;7.56;13.65;18.62;82
8L89577;1;2009;3;4;61;2008;2010;61;61;;;;;
8L89578;1;2009;2;28;61;2008;2009;61;61;28.9;7.94;13.81;19.14;78
8L89578;1;2009;3;4;61;2008;2009;61;61;;;;;
8L89579;1;2009;2;28;61;2008;2009;61;61;29.5;7.68;13.61;19.6;81
8L89580;2;2009;2;28;61;2008;2009;61;61;32;8.14;14.01;19.76;77
8L89581;2;2009;2;28;61;2008;2009;61;61;28;7.91;13.73;17.79;77
8L89582;2;2009;2;28;61;2008;2009;61;61;30;7.78;14.42;18.86;78
8L89583;1;2009;2;28;61;2008;2009;61;61;33.2;8.04;13.39;20.06;81
8L89584;2;2009;2;28;61;2008;2009;61;61;30;7.54;13.88;18.73;78
8L89585;2;2009;3;1;61;2008;2010;61;61;31.3;8.15;13.27;18.73;78
8L89586;1;2009;3;12;63;2008;2009;63;63;30.3;7.42;12.95;19.82;80.85
8L89587;1;2009;3;13;63;2008;2009;63;63;31.2;7.6;13.09;20.3;81.85
8L89588;1;2009;3;13;63;2008;2009;63;63;30.9;8.11;12.52;20.59;83.85
8L89589;2;2009;3;13;63;2008;2011;63;63;30.5;7.26;12.65;20.18;76.85
8L89589;2;2011;3;4;63;2008;2011;63;63;31.5;7.71;12.98;20.1;78.43
8L89590;1;2009;3;13;63;2008;2009;63;63;32.3;7.91;12.91;19.58;80.85
8L89591;2;2009;3;14;63;2008;2009;63;63;;7.77;12.74;20.82;80.85
8L89592;1;2009;3;14;63;2008;2009;63;63;30.9;7.89;13.65;20.06;77.85
8L89593;1;2009;3;14;63;2008;2010;63;63;31;7.78;13.94;20.26;78.85
8L89594;1;2009;3;16;63;2008;2009;63;63;28;7.79;12.82;;75.85
8L89595;1;2009;3;16;63;2008;2009;63;63;31.4;7.91;13.48;21.29;82.85
8L89596;2;2009;3;16;63;2008;2010;63;63;31.9;7.65;13;19.82;78.85
8L89596;2;2010;6;1;63;2008;2010;63;63;33;8.07;13.25;19.84;79.85
8L89597;2;2009;3;16;63;2008;2011;63;63;36.3;7.92;13.49;20.13;78.85
8L89597;2;2011;2;27;63;2008;2011;63;63;33;8.53;13.82;20.24;82.29
8L89598;1;2009;3;16;63;2008;2009;63;63;30.4;7.68;13.01;18.31;76.85
8L89599;1;2009;3;16;63;2008;2011;63;63;33.5;7.65;13.33;19.65;78.85
8L89599;1;2010;6;9;63;2008;2011;63;63;30.6;7.86;14;19.62;79.85
8L89599;1;2011;3;1;63;2008;2011;63;63;29.3;7.92;13.73;19.05;81.71
8L89600;2;2009;3;16;63;2008;2009;63;63;31.4;7.38;13.38;19.05;76.85
8L89605;1;2011;9;22;22;2009;2011;20;22;;;;;
8L89613;1;2010;5;6;26;2009;2011;26;26;32.7;8.23;13.65;19;81.38
8L89613;1;2010;5;13;26;2009;2011;26;26;;;;;
8L89613;1;2010;7;29;26;2009;2011;26;26;31.9;8.53;13.87;19.16;80.41
8L89613;1;2011;5;19;26;2009;2011;26;26;33;8.21;14.04;19.05;80.86
8L89613;1;2011;8;11;26;2009;2011;26;26;33.1;8.54;14.33;19.07;81.71
8L89614;1;2010;7;8;26;2009;2011;26;26;28.5;8.24;12.9;19.29;78.35
8L89614;1;2010;8;13;26;2009;2011;26;26;28;8.2;13.83;19.59;79.31
8L89615;2;2010;5;6;26;2009;2012;26;26;31.1;8.6;13.36;19.42;78.38
8L89615;2;2010;7;29;26;2009;2012;26;26;30;8.29;14.02;19.4;75.09
8L89615;2;2010;8;13;26;2009;2012;26;26;30;8.19;13.92;19.39;75.31
8L89615;2;2010;9;23;26;2009;2012;26;26;30;8.11;13.35;19.68;76.85
8L89622;1;2010;5;6;26;2009;2013;26;26;32;8.88;13.17;18.13;80.38
8L89622;1;2010;5;13;26;2009;2013;26;26;;;;;
8L89622;1;2010;6;3;26;2009;2013;26;26;31.9;;;;
8L89622;1;2010;7;8;26;2009;2013;26;26;31.4;8.77;13.87;18.3;78.41
8L89622;1;2012;5;10;26;2009;2013;26;26;32.7;8.56;13.86;18.29;82.43
8L89626;2;2009;7;13;26;2008;2011;26;26;29.8;8.62;14.38;18.32;79.03
8L89626;2;2009;8;10;26;2008;2011;26;26;30.4;;;;
8L89634;2;2010;6;16;27;2009;2011;27;27;31.5;7.93;14.1;19.35;79
8L89634;2;2010;6;16;27;2009;2011;27;27;31.5;8.1;13.81;19.41;80.09
8L89634;2;2010;7;17;27;2009;2011;27;27;32;8.24;14.04;19.56;79.41
8L89634;2;2010;7;24;27;2009;2011;27;27;31.3;8.1;14.06;19.31;78.35
8L89634;2;2010;8;1;27;2009;2011;27;27;30.5;8.19;14.19;19.47;78.09
8L89634;2;2011;6;21;27;2009;2011;27;27;33.1;7.86;13.76;19.32;79.09
8L89634;2;2011;6;26;27;2009;2011;27;27;;;;;
8L89637;1;2010;3;7;27;2009;2011;27;27;;;;;
8L89637;1;2010;6;16;27;2009;2011;27;27;32;7.84;13.95;19.45;80.31
8L89637;1;2010;6;16;27;2009;2011;27;27;32;7.94;13.99;19.08;79.09
8L89637;1;2010;6;16;27;2009;2011;27;27;32;7.74;14.24;19.38;79
8L89637;1;2010;6;25;27;2009;2011;27;27;32;7.84;13.42;19.43;76.41
8L89637;1;2010;8;1;27;2009;2011;27;27;34;8.04;13.44;19.37;79.41
8L89637;1;2011;9;25;27;2009;2011;27;27;33.5;7.94;13.5;19.6;79.03
8L89639;1;2010;3;7;27;2009;2010;27;27;;;;;
8L89639;1;2010;6;7;27;2009;2010;27;27;29;8.6;13;18.91;78.03
8L89640;1;2010;8;3;27;2009;2010;27;27;32.9;7.66;13.98;20.24;81.09
8L89641;2;2010;6;24;26;2009;2013;27;26;37.7;7.92;13.33;19.17;77.09
8L89641;2;2013;10;7;26;2009;2013;27;26;30.8;;;;
8L89642;1;2010;7;24;38;2009;2012;38;38;33.6;8.09;14.03;20.69;
8L89642;1;2010;10;6;38;2009;2012;38;38;34.2;7.78;13.4;21.13;82.85
8L89642;1;2012;6;5;38;2009;2012;38;38;30.8;8.53;14.74;20.77;83.03
8L89642;1;2012;7;14;38;2009;2012;38;38;29;8.48;14.85;20.62;82.86
8L89644;1;2010;5;7;28;2009;2010;28;28;31.1;8.12;13.81;19.54;80.38
8L89644;1;2010;8;10;28;2009;2010;28;28;32.5;7.98;13.38;19.68;79.09
8L89645;1;2009;7;30;28;2008;2009;28;28;29.4;7.88;13.27;17.17;77.03
8L89646;1;2010;5;15;28;2009;2010;28;28;32.4;8.23;13.62;20.02;82.38
8L89646;1;2010;5;27;28;2009;2010;28;28;;;;;
8L89650;2;2010;7;29;26;2009;2010;26;26;34.4;8.49;14.79;16.72;76.41
8L89650;2;2010;9;23;26;2009;2010;26;26;31.2;8.43;14.04;17.39;75.85
8L89652;1;2010;5;12;27;2009;2010;27;27;31.3;8.51;12.71;18.43;82.38
8L89654;2;2010;6;18;27;2009;2010;27;27;28;8.43;14.3;17.9;76.09
8L89654;2;2010;6;18;27;2009;2010;27;27;28;8.34;14.28;17.82;76.31
8L89654;2;2010;6;18;27;2009;2010;27;27;28;8.47;14.11;17.63;77
8L89654;2;2010;7;22;27;2009;2010;27;27;26.5;8.3;14.57;17.62;76.41
8L89655;1;2010;5;12;27;2009;2010;27;27;29.2;8.47;14.14;18.15;79.38
8L89655;1;2010;6;22;27;2009;2010;27;27;28.8;8.15;14.16;18.13;78.86
8L89655;1;2010;6;22;27;2009;2010;27;27;28.5;8.06;14.05;18.27;79.41
8L89663;2;2010;10;4;26;2009;2011;20;26;30.6;7.88;14.12;20.19;77.85
8L89663;2;2011;5;12;26;2009;2011;20;26;32.2;7.99;14.22;19.93;79.71
8L89663;2;2011;6;20;26;2009;2011;20;26;31;8.06;14.39;19.93;79.31
8L89664;1;2009;8;4;20;2008;2009;20;20;31;7.79;13.72;19.27;81.03
8L89665;1;2010;5;12;27;2009;2011;27;27;31.6;8.6;14.23;19.51;82.38
8L89669;1;2010;10;9;27;2009;2012;27;27;32.7;8.14;13.75;20.39;82.85
8L89675;2;2010;8;10;28;2009;2010;28;28;;8.05;13.92;18.13;
8L89682;2;2010;5;15;28;2009;2010;28;28;37.3;8.37;13.39;19.54;80.38
8L89682;2;2010;7;21;28;2009;2010;28;28;34;8.22;14.08;19.59;79.43
8L89689;2;2010;7;19;26;2009;2010;27;26;30;8.83;14.89;20.17;78.35
8L89689;2;2010;10;4;26;2009;2010;27;26;32.5;8.08;13.79;20.4;80.85
8L89691;1;2010;6;15;27;2009;2011;27;27;;7.99;13.96;19.25;80.31
8L89691;1;2010;7;22;27;2009;2011;27;27;30.4;8.15;13.62;19.16;81.43
8L89692;2;2010;5;12;27;2009;2011;27;27;33.8;8.46;14.02;19.74;80.38
8L89692;2;2010;7;9;27;2009;2011;27;27;32.4;8.58;14.26;19.95;76.41
8L89692;2;2010;9;22;27;2009;2011;27;27;32.3;8.19;14.02;20.3;75.85
8L89704;2;2010;5;13;26;2008;2014;26;26;33;8.34;13.24;18.35;80.38
8L89704;2;2010;6;3;26;2008;2014;26;26;31.5;;;;
8L89704;2;2012;5;10;26;2008;2014;26;26;;;;;
8L89704;2;2012;11;6;26;2008;2014;26;26;32.8;7.87;13.55;18.31;81.18
8L89704;2;2012;11;6;26;2008;2014;26;26;32.8;7.75;13.4;18.34;81
8L89704;2;2013;5;9;26;2008;2014;26;26;34.2;8.08;13.09;18.5;81.43
8L89704;2;2013;5;9;26;2008;2014;26;26;;7.93;12.96;18.49;81.31
8L89704;2;2014;7;24;26;2008;2014;26;26;30.9;8.36;13.14;18.36;81
8L89709;1;2009;6;18;26;2008;2009;26;26;31.5;8.55;14.02;20.13;83.43
8L89712;1;2009;6;15;26;2008;2009;26;26;;8.32;13.86;18.69;
8L89713;1;2009;6;18;26;2008;2010;26;26;32.7;8.18;14.24;20.03;85.43
8L89713;1;2009;10;5;26;2008;2010;26;26;33;7.83;13.43;20.43;84.85
8L89714;2;2009;6;18;26;2008;2009;26;26;30.1;8.28;14.05;18.97;80.43
8L89718;2;2009;8;3;26;2008;2010;26;26;29.7;8.35;14.3;17.99;75.03
8L89718;2;2010;8;2;26;2008;2010;26;26;31;8.45;14.21;18.05;75.41
8L89720;1;2009;8;13;26;2008;2009;26;26;31.3;8.08;13.79;18.44;79.29
8L89720;1;2009;10;5;26;2008;2009;26;26;28.3;;;;
8L89722;2;2009;8;10;26;2008;2009;26;26;26.9;8.52;14.11;19.27;77.29
8L89722;2;2009;10;1;26;2008;2009;26;26;30.2;7.85;13.63;19.73;77.85
8L89723;2;2009;6;11;26;2008;2012;26;26;34;8.09;14.5;18.42;78
8L89723;2;2009;8;10;26;2008;2012;26;26;30.1;8.55;13.89;18.33;79.29
8L89723;2;2011;7;21;26;2008;2012;26;26;32.6;8.27;14.38;18.26;78.43
8L89724;1;2009;6;11;26;2008;2009;26;26;35.4;8.76;15.17;18.78;79.05
8L89724;1;2009;6;18;26;2008;2009;26;26;34;8.86;15.58;18.87;80.43
8L89725;1;2009;6;11;26;2008;2014;26;26;31.2;8.04;14.18;20.31;82.05
8L89725;1;2010;8;2;26;2008;2014;26;26;31.2;8.65;14.15;20.29;83.41
8L89725;1;2014;5;29;26;2008;2014;26;26;31.6;8.4;13.87;20;84
8L89728;1;2009;6;11;26;2008;2009;26;26;28.8;7.98;13.38;19.34;80.05
8L89728;1;2009;10;1;26;2008;2009;26;26;32.5;7.34;12.83;19.82;81.85
8L89728;1;2009;10;5;26;2008;2009;26;26;30.6;;;;
8L89731;2;2009;8;10;26;2008;2011;26;26;29.9;8.95;14.9;20.71;78.29
8L89734;1;2010;8;2;26;2008;2011;26;26;31.7;8.18;14.12;20.07;81.41
8L89739;2;2009;5;13;38;2008;2009;38;38;35.1;;;20.36;
8L89739;2;2009;7;3;38;2008;2009;38;38;35.4;8.76;15.53;20.43;79.03
8L89741;2;2009;6;23;27;2008;2011;27;27;30.1;7.87;14.2;18.73;80.43
8L89741;2;2009;7;19;27;2008;2011;27;27;31.6;7.79;13.98;18.56;78.43
8L89742;1;2009;2;5;27;2008;2009;27;27;32.9;;;;
8L89742;1;2009;5;5;27;2008;2009;27;27;29.3;7.95;14.06;18.32;82.86
8L89742;1;2009;5;5;27;2008;2009;27;27;;7.94;14.04;18.09;83.22
8L89742;1;2009;5;21;27;2008;2009;27;27;31.4;8.18;13.98;18.35;83.03
8L89742;1;2009;6;17;27;2008;2009;27;27;29.6;8.17;14.02;18.61;83.43
8L89742;1;2009;7;7;27;2008;2009;27;27;28.8;8.28;13.94;18.51;83.03
8L89748;2;2009;8;10;26;2008;2009;26;26;28.5;8.51;15.17;17.47;80.29
8L89751;2;2009;6;23;27;2008;2009;27;27;31.4;8.79;14.26;19.59;81.43
8L89752;2;2009;2;5;27;2008;2009;27;27;31.6;7.68;13.15;18.33;76.86
8L89753;2;2009;2;5;27;2008;2009;27;27;33.2;8.21;13.52;18.62;78.86
8L89753;2;2009;6;6;27;2008;2009;27;27;32;8.33;14.45;18.78;78.05
8L89754;2;2009;2;5;27;2008;2009;27;27;31.3;7.81;13.69;19.86;80.86
8L89754;2;2009;5;25;27;2008;2009;27;27;36.3;7.77;13.53;19.89;79.03
8L89754;2;2009;6;7;27;2008;2009;27;27;32.5;8.02;13.58;19.97;79.05
8L89754;2;2009;6;17;27;2008;2009;27;27;31;7.85;14.24;19.98;79.43
8L89755;1;2009;2;5;27;2008;2009;27;27;32.3;8.17;13.61;19.53;82.86
8L89757;1;2009;2;7;61;2008;2009;61;61;34.4;;;;
8L89758;1;2009;2;7;61;2008;2009;61;61;33.6;7.76;13.91;19.59;83.86
8L89758;1;2009;2;20;61;2008;2009;61;61;32.6;7.55;14.07;20.08;82.85
8L89759;2;2009;2;7;61;2008;2009;61;61;34.8;8.16;14.06;18.37;77.86
8L89760;1;2009;2;7;61;2008;2009;61;61;33.1;7.86;12.9;19.53;81.86
8L89760;1;2009;2;28;61;2008;2009;61;61;30.8;7.57;13.04;20.19;81.85
8L89761;2;2009;2;7;61;2008;2009;61;61;32;7.88;13.41;17.87;79.86
8L89762;2;2009;2;7;61;2008;2010;61;61;34.6;7.88;13.35;17.78;78.86
8L89762;2;2009;2;22;61;2008;2010;61;61;33.2;7.62;12.73;18.42;77.85
8L89762;2;2010;2;18;61;2008;2010;61;61;33;7.73;12.83;18.24;79.85
8L89763;2;2009;2;7;61;2008;2009;61;61;34;8.42;14.27;19.19;78.86
8L89763;2;2009;3;3;61;2008;2009;61;61;34;8.79;13.96;19.49;80.07
8L89764;1;2009;2;7;61;2008;2010;61;61;33.5;8.53;13.35;19.7;81.86
8L89764;1;2009;2;27;61;2008;2010;61;61;30.4;8.75;13.36;19.72;82.29
8L89764;1;2010;2;19;61;2008;2010;61;61;31.5;8.4;13.38;19.66;82.86
8L89764;1;2010;2;19;61;2008;2010;61;61;31.5;8.52;13.45;19.64;82.35
8L89765;2;2009;2;7;61;2008;2011;61;61;33.8;8.41;13.77;19.83;77.86
8L89765;2;2009;2;27;61;2008;2011;61;61;32.6;8.28;13.67;19.95;78.29
8L89765;2;2010;2;19;61;2008;2011;61;61;33.3;7.91;13.55;20.18;78.85
8L89765;2;2011;2;19;61;2008;2011;61;61;;8.24;14.04;;79.71
8L89766;1;2009;2;7;61;2008;2009;61;61;32.7;8.23;13.42;18.92;79.86
8L89766;1;2009;2;27;61;2008;2009;61;61;30.8;8.19;13.16;19.08;80.29
8L89767;1;2009;2;8;60;2008;2009;60;60;35;8.15;13.53;19.89;79.86
8L89768;2;2009;3;17;63;2008;2009;63;63;30.8;7.38;13.16;20.41;78.85
8L89769;2;2009;3;17;63;2008;2009;63;63;31.3;7.62;13.14;19.8;76.85
8L89770;2;2009;3;17;63;2008;2015;63;63;31.3;8.05;13.61;19.56;79.85
8L89770;2;2011;3;4;63;2008;2015;63;63;31.6;8.48;13.72;19.26;81.29
8L89770;2;2012;3;17;63;2008;2015;63;63;31.6;8.22;13.52;19.05;79.86
8L89770;2;2013;3;17;63;2008;2015;63;63;31.3;8.22;13.4;18.96;81.86
8L89770;2;2015;2;26;63;2008;2015;63;63;31.2;8.07;13.83;19.22;81.5
8L89771;1;2009;3;18;63;2008;2009;63;63;28.4;7.88;13.46;16.45;78.85
8L89772;2;2009;3;18;63;2008;2011;63;63;34.2;7.81;13.34;20.16;79.85
8L89772;2;2010;6;9;63;2008;2011;63;63;34.1;7.83;13.38;20.13;79.85
8L89772;2;2011;3;1;63;2008;2011;63;63;31.4;7.93;13.36;19.65;80.71
8L89773;1;2009;3;18;63;2008;2010;63;63;35.2;7.79;13.63;20.47;81.85
8L89773;1;2010;6;9;63;2008;2010;63;63;32.3;7.76;13.85;20.3;81.85
8L89774;2;2009;3;18;63;2008;2009;63;63;30.7;7.11;12.8;18.79;73.85
8L89775;1;2009;3;18;63;2008;2011;63;63;32.6;7.66;13.22;19.88;81.85
8L89775;1;2011;3;1;63;2008;2011;63;63;31.9;8.11;12.7;19.77;81.35
8L89776;1;2009;3;18;63;2008;2009;63;63;31.7;7.83;13.74;20.87;80.85
8L89777;2;2009;3;18;63;2008;2009;63;63;32.2;7.54;13.61;19.36;79.85
8L89778;2;2009;3;18;63;2008;2009;63;63;33.4;7.98;14.42;20.24;78.85
8L89779;2;2009;3;18;63;2008;2011;63;63;33.8;8.22;14.35;20.26;80.85
8L89779;2;2010;6;9;63;2008;2011;63;63;34.4;8.24;14.69;20.11;80.85
8L89779;2;2011;3;1;63;2008;2011;63;63;30.3;8.37;14.75;19.71;82.71
8L89780;1;2009;3;18;63;2008;2009;63;63;32.9;7.79;13.36;19.55;81.85
8L89781;2;2009;3;19;63;2008;2011;63;63;30.3;7.69;13.52;20.04;80.85
8L89781;2;2011;3;4;63;2008;2011;63;63;29.1;8.27;13.78;19.21;79.35
8L89782;1;2009;3;19;63;2008;2009;63;63;31.6;7.89;13.05;20.14;82.85
8L89783;1;2009;3;19;63;2008;2009;63;63;29.8;7.76;13.14;19.26;79.85
8L89784;1;2009;3;19;63;2008;2015;63;63;30.9;7.93;13.02;19.95;79.85
8L89784;1;2011;2;26;63;2008;2015;63;63;31.2;8.09;14.68;19.27;84
8L89784;1;2012;3;20;63;2008;2015;63;63;29.5;8.08;13.81;19.03;85.71
8L89784;1;2013;3;17;63;2008;2015;63;63;30;7.85;14.28;19.35;85
8L89784;1;2013;3;17;63;2008;2015;63;63;;8.11;13.94;19.34;84.86
8L89784;1;2014;3;15;63;2008;2015;63;63;30;8.73;14.14;19.36;85.92
8L89784;1;2015;3;1;63;2008;2015;63;63;33;8.26;13.92;19.28;83.5
8L89785;1;2009;3;19;63;2008;2009;63;63;30.5;7.5;12.86;20.73;83.85
8L89786;1;2009;3;19;63;2008;2013;63;63;30.9;7.51;13.9;19.52;79.85
8L89786;1;2010;6;3;63;2008;2013;63;63;30.8;7.66;13.59;19.78;81.85
8L89786;1;2011;2;26;63;2008;2013;63;63;32.7;7.87;13.49;19.29;81.43
8L89786;1;2012;3;15;63;2008;2013;63;63;29.5;7.78;13.57;19.21;81
8L89786;1;2013;3;13;63;2008;2013;63;63;32;8.04;13.83;19.13;81.92
8L89787;1;2009;3;19;63;2008;2011;63;63;31.7;8.01;13.78;20.7;83.85
8L89787;1;2011;2;26;63;2008;2011;63;63;31.6;8.24;13.78;20.27;86.43
8L89788;2;2009;3;19;63;2008;2009;63;63;29.8;7.45;13.44;19.7;76.85
8L89789;1;2009;3;19;63;2008;2009;63;63;31.6;7.98;13.57;20.35;82.85
8L89790;1;2009;3;19;63;2008;2009;63;63;32;8.2;13.58;20.85;82.85
8L89791;1;2009;3;19;63;2008;2009;63;63;29.6;8.18;13.76;20.09;79.85
8L89792;2;2009;3;19;63;2008;2009;63;63;31.4;7.89;13.23;20.26;76.85
8L89793;1;2009;6;10;27;2008;2011;27;27;29;7.86;13.9;18.51;81.05
8L89793;1;2009;7;15;27;2008;2011;27;27;29.1;8.07;14.49;18.42;81.43
8L89804;2;2009;5;13;38;2008;2009;38;38;32;8.08;13.73;19.6;79.03
8L89808;1;2009;5;21;27;2008;2012;27;27;31;8.29;13.97;19.74;80.03
8L89808;1;2009;6;6;27;2008;2012;27;27;30.4;8.36;13.95;19.76;81.43
8L89808;1;2010;3;7;27;2008;2012;27;27;;;;;
8L89808;1;2010;6;16;27;2008;2012;27;27;29.5;8.1;14.5;19.64;81
8L89808;1;2010;6;16;27;2008;2012;27;27;29.5;8.28;14.32;19.6;81.09
8L89808;1;2010;8;14;27;2008;2012;27;27;32.7;8.37;14.43;19.47;80.09
8L89808;1;2011;6;21;27;2008;2012;27;27;31.4;8.39;14.91;19.59;82.31
8L89808;1;2011;6;26;27;2008;2012;27;27;;;;;
8L89808;1;2011;8;13;27;2008;2012;27;27;;;;;
8L89822;2;2009;5;24;20;2008;2010;20;20;30.4;7.75;14.11;19.16;79.03
8L89822;2;2009;6;9;20;2008;2010;20;20;30.6;7.84;14.16;19.02;80.43
8L89822;2;2009;7;24;20;2008;2010;20;20;27.4;7.89;14.56;19.16;78.43
8L89836;2;2011;6;15;27;2009;2017;27;27;33.6;8;14.31;20.15;76.09
8L89836;2;2013;10;29;27;2009;2017;27;27;31.2;8.29;13.89;20.18;77.92
8L89836;2;2016;5;13;27;2009;2017;27;27;32.6;8.3;13.22;20.55;77.05
8L89836;2;2017;6;17;27;2009;2017;27;27;36.2;8.01;13.78;20.57;78.05
8L89844;1;2010;9;22;27;2009;2011;27;27;31.5;7.93;13.42;19.66;77.85
8L89845;2;2010;7;22;27;2009;2011;27;27;31.1;7.86;14.32;18.58;76.43
8L89845;2;2011;7;16;27;2009;2011;27;27;;;;;
8L89847;2;2010;6;22;27;2009;2011;27;27;33;8.07;14.75;18.86;79.86
8L89847;2;2010;6;22;27;2009;2011;27;27;33;7.94;14.69;18.75;79.41
8L89847;2;2010;8;14;27;2009;2011;27;27;32.1;7.9;14.47;18.82;80.09
8L89847;2;2010;9;24;27;2009;2011;27;27;31.4;8.24;14.06;18.46;78.5
8L89847;2;2011;7;1;27;2009;2011;27;27;30.4;8.17;15.14;18.86;80.43
8L89848;2;2010;3;8;27;2009;2010;27;27;;;;;
8L89894;2;2011;8;11;26;2009;2013;26;26;30.5;8.23;14.5;18.74;80.71
8L89894;2;2013;6;20;26;2009;2013;26;26;;;;;
8L89896;1;2010;5;6;26;2009;2012;26;26;32.1;8.24;13.24;18.78;83.38
8L89896;1;2010;8;13;26;2009;2012;26;26;28.8;8.11;13.75;19.09;83.09
8L89915;1;2012;3;7;61;2009;2012;23;61;30.5;8.29;13.7;18.79;83.97
8L89979;1;2010;7;31;33;2009;2016;332;332;28;8.02;13.55;17.07;79.43
8L89979;1;2011;5;6;33;2009;2016;332;332;29;8.01;13.15;16.92;82.71
8L89979;1;2012;6;9;33;2009;2016;332;332;28.6;8.32;13.22;17.1;80.03
8L89979;1;2012;7;24;33;2009;2016;332;332;29.7;8.14;13.55;17.32;82.07
8L89979;1;2013;5;14;33;2009;2016;332;332;29.4;8.41;13.17;17.41;82.92
8L89979;1;2015;5;7;33;2009;2016;332;332;28.6;8.03;13.55;16.89;82.23
8L89979;1;2016;4;29;33;2009;2016;332;332;27.3;7.74;13.93;16.95;82.23
8L89979;1;2016;6;3;33;2009;2016;332;332;28.2;7.87;13.18;17.12;81.43
8L89979;1;2016;6;3;33;2009;2016;332;332;28.2;7.98;13.14;17.19;81.28
8L89981;2;2010;7;31;33;2009;2010;332;332;29.9;8.12;13.25;16.92;76.43
8L89988;2;2009;6;17;23;2008;2009;23;23;27.7;7.93;13.48;19.44;76.07
8L89992;1;2012;7;22;23;2009;2012;23;23;30.8;8.34;14.24;19.8;83.07
8L89994;1;2009;6;18;24;2008;2009;24;24;30.3;8.14;13.28;20;78.85
8L89995;2;2009;6;18;24;2008;2012;24;24;33.8;8.15;13.87;19.92;81.85
8L89995;2;2010;5;28;24;2008;2012;24;24;30.6;8.5;14.47;19.9;81.07
8L89998;2;2009;6;22;24;2008;2011;24;24;30.5;8.67;13.48;19.29;78.07
8L89998;2;2009;10;3;24;2008;2011;24;24;31.6;8.33;13.29;19.13;80.43
8L89998;2;2011;7;27;24;2008;2011;24;24;30.1;8.57;13.86;19.31;79.07
8M31028;2;2011;12;10;34;2009;2011;34;34;29.8;7.95;13.42;18.02;78.06
8M31035;1;2011;8;12;24;2009;2011;24;24;30.8;7.81;13.4;17.97;79.97
8M31041;2;2009;7;13;24;2008;2009;24;24;29.7;8.18;14.5;20.36;73.85
8M31084;2;2010;6;27;23;2009;2011;35;23;33;7.79;13.2;19.69;78
8M31109;1;2010;2;19;61;2009;2010;23;61;28.3;8.16;14.28;19.45;81.86
8M31109;1;2010;2;19;61;2009;2010;23;61;27.2;8.12;14.33;19.55;82.35
8M31112;2;2009;6;26;24;2008;2009;24;24;29.7;8.09;13.42;19.92;77.07
