ringnr;adult_sex;year;month;day;locality;hatch_year;max_year;first_locality;last_locality;body_mass;thr_bill_depth;thr_bill_length;thr_tarsus;thr_wing
8118424;1;2009;7;30;28;2007;2010;28;28;31.4;8.55;13.15;19.89;81.03
8118424;1;2010;5;7;28;2007;2010;28;28;33.2;8.26;13.83;19.74;82.38
8118424;1;2010;8;10;28;2007;2010;28;28;33.2;8.44;13.6;19.96;81.31
8118425;2;2008;6;17;28;2007;2008;28;28;30.3;8.51;13.86;19.14;77.38
8118425;2;2008;6;17;28;2007;2008;28;28;30.3;8.52;13.98;19.5;75.03
8118425;2;2008;10;1;28;2007;2008;28;28;29.1;8.45;13.05;19.41;77.38
8118426;1;2008;5;29;28;2007;2010;28;28;32.8;8.47;12.52;19.6;79
8118426;1;2009;8;11;28;2007;2010;28;28;35;8.89;13.1;19.85;79.03
8118426;1;2010;6;19;28;2007;2010;28;28;33.5;8.77;13.48;19.61;80.09
8118426;1;2010;6;19;28;2007;2010;28;28;33.5;8.52;13.04;19.55;81
8118426;1;2010;6;19;28;2007;2010;28;28;33.5;8.55;13.33;19.52;79.31
8118426;1;2010;7;21;28;2007;2010;28;28;31.6;8.75;13.84;19.51;79.43
8118429;1;2007;7;24;28;2006;2007;28;28;31.3;7.89;13.66;19.68;80.85
8118430;1;2008;6;2;28;2007;2008;28;28;29.9;8.25;13.04;18.83;79
8118430;1;2008;6;2;28;2007;2008;28;28;29.9;8.15;13.24;18.87;79.05
8118432;2;2008;7;21;26;2007;2009;26;26;30.4;8.47;14.28;19.67;79.38
8118432;2;2009;5;4;26;2007;2009;26;26;33.4;8.08;13.74;19.43;81.86
8118433;1;2008;6;10;26;2007;2009;26;26;28.5;8.1;13.43;18.09;79.86
8118433;1;2008;6;10;26;2007;2009;26;26;;8.21;12.8;18.09;79.29
8118435;2;2007;7;25;26;2006;2009;26;26;27.6;7.8;13.42;19.43;75.85
8118435;2;2009;6;15;26;2006;2009;26;26;30.1;8.37;14.2;19.41;79.43
8118437;1;2008;6;16;26;2007;2008;26;26;30.6;8.72;13.77;19.44;83.38
8118437;1;2008;6;16;26;2007;2008;26;26;30.6;8.77;13.55;19.67;82.03
8118437;1;2008;6;28;26;2007;2008;26;26;30;8.47;14.24;19.29;82.38
8118437;1;2008;10;2;26;2007;2008;26;26;30.1;7.76;12.73;19.96;82.85
8168602;2;1999;5;31;38;1998;1999;38;38;32.2;8.14;14.49;20.48;77.86
8168602;2;1999;7;13;38;1998;1999;38;38;34.9;7.94;14.69;20.38;76.86
8168603;1;1999;5;31;38;1998;1999;38;38;32.2;8.34;14.89;20.08;81.86
8168603;1;1999;7;13;38;1998;1999;38;38;31.7;8.64;14.89;19.98;82.86
8168605;1;1999;5;31;38;1998;2001;38;38;30.1;8.44;13.89;19.58;82.86
8168605;1;2000;5;23;38;1998;2001;38;38;29.8;8.39;13.63;19.68;82.83
8168606;1;1999;5;31;38;1998;2000;38;38;33.3;8.04;14.39;19.88;80.86
8168606;1;2000;5;23;38;1998;2000;38;38;31.3;8.19;13.93;20.08;80.83
8168613;2;2001;7;26;27;1998;2001;28;27;30.9;8.64;15.59;19.8;79.26
8168614;2;2002;7;16;28;1998;2002;28;28;31.4;8.62;15.11;19.31;76.91
8168615;2;2000;8;5;33;1998;2000;332;332;29.4;8.19;14.23;20.48;80.83
8168617;1;1999;7;1;34;1998;2002;332;34;34;8.54;14.49;21.38;80.86
8168632;2;1999;7;24;33;1998;1999;332;332;28.3;8.4;13.7;19.9;78
8168634;1;1999;5;16;27;1998;2002;27;27;29.9;8.34;14.19;20.18;82.86
8168634;1;1999;7;11;27;1998;2002;27;27;30.4;8.24;14.49;20.28;81.86
8168634;1;1999;10;5;27;1998;2002;27;27;31.3;7.94;13.99;20.28;83.86
8168634;1;2000;6;18;27;1998;2002;27;27;30;8.2;14.2;20.3;83
8168634;1;2000;8;6;27;1998;2002;27;27;31;8.3;13.9;20.3;84
8168634;1;2001;7;20;27;1998;2002;27;27;;8.44;14.19;19.9;85.26
8168634;1;2002;8;13;27;1998;2002;27;27;29.5;8.53;13.95;20.33;84.96
8168635;1;1999;5;16;27;1998;1999;27;27;30.2;7.8;13.9;19.1;82
8168636;1;1999;5;16;27;1998;1999;27;27;32;8.1;14.2;19;80
8168637;2;1999;5;16;27;1998;2002;27;27;36.3;8;14;18.7;79
8168637;2;1999;10;10;27;1998;2002;27;27;32.7;8.19;14.63;19.98;77.83
8168637;2;2000;5;15;27;1998;2002;27;27;35;8.2;14;19.7;79
8168637;2;2001;7;31;27;1998;2002;27;27;30.2;8.54;14.19;19.8;78.26
8168637;2;2002;7;7;27;1998;2002;27;27;31.4;8.42;14.41;19.81;79.91
8168638;1;1999;5;16;27;1998;2005;27;27;35.9;8.44;15.49;21.98;85.86
8168638;1;2000;7;28;27;1998;2005;27;27;33.3;8.8;15.5;21.8;86
8168638;1;2002;7;7;27;1998;2005;27;27;34;8.62;15.41;21.91;81.91
8168638;1;2004;10;6;27;1998;2005;27;27;34.7;8.32;14.71;21.98;86.91
8168638;1;2005;7;8;27;1998;2005;27;27;35.3;8.3;15.5;21.94;88
8168639;2;1999;5;18;26;1998;2000;26;26;34.3;7.5;12.6;19.2;78
8168639;2;2000;8;7;26;1998;2000;26;26;27.6;8.09;13.93;19.68;80.83
8168642;2;2000;8;6;27;1999;2000;27;27;27.2;8.9;15.1;19.2;79
8168644;1;2000;8;6;27;1999;2000;27;27;28.5;8.3;14.7;18.8;80
8168648;1;1999;5;26;26;1998;1999;26;26;31.2;7.8;12.9;20.1;82
8168648;1;1999;7;12;26;1998;1999;26;26;31.3;8.44;13.69;20.38;81.86
8168649;2;1999;5;26;26;1998;1999;26;26;35.9;7.84;13.49;19.38;74.86
8168650;2;1999;5;28;27;1998;1999;27;27;32.7;8.5;13.5;20.3;78
8168650;2;1999;6;5;27;1998;1999;27;27;35.1;8.44;14.09;20.38;77.86
8168654;1;1999;5;30;27;1998;2000;27;27;33.3;7.9;13.5;20.8;83
8168654;1;1999;6;8;27;1998;2000;27;27;34.3;8.04;13.99;20.78;81.86
8168654;1;2000;6;4;27;1998;2000;27;27;33.3;8.06;14.09;20.78;83.86
8168655;2;1999;5;30;27;1998;1999;27;27;32.9;8.3;14.2;20.5;78
8168656;2;1999;6;2;22;1998;2002;22;22;31.3;7.94;13.59;20.08;77.86
8168656;2;2000;8;2;22;1998;2002;22;22;33.3;8.36;13.29;20.08;77.86
8168656;2;2002;10;7;22;1998;2002;22;22;32.2;7.92;13.91;20.01;79.91
8168657;2;1999;6;2;22;1998;1999;22;22;33.2;8.2;13.5;18.8;79
8168658;2;1999;6;2;22;1998;1999;22;22;31;8.24;13.59;19.98;74.86
8168659;1;1999;6;2;22;1998;2002;22;22;32.6;8.6;13.6;20.2;79
8168659;1;2001;7;21;22;1998;2002;22;22;33.4;8.52;14.31;20.31;79.91
8168660;1;1999;6;2;22;1998;2001;22;22;32.8;7.94;13.69;20.58;81.86
8168661;1;1999;6;2;22;1998;2000;22;22;30.6;8.3;13.2;19;80
8168662;1;1999;6;2;22;1998;1999;22;22;34.3;8.14;13.19;20.48;80.86
8168663;2;1999;6;2;22;1998;2000;22;22;33.1;7.94;13.49;19.68;76.86
8168665;2;2000;5;24;27;1999;2000;24;27;29.3;8.16;13.89;17.98;74.86
8168683;2;1999;6;15;23;1998;1999;23;23;31.3;8.2;13.6;19.5;80
8168683;2;1999;8;5;23;1998;1999;23;23;34.3;8.14;13.89;19.78;79.86
8168684;1;1999;6;15;23;1998;1999;23;23;33.7;8.4;14.8;20.4;81
8168684;1;1999;10;12;23;1998;1999;23;23;33.1;8.04;14.49;20.48;83.86
8168692;2;1999;6;16;28;1998;2001;28;28;29.6;8.3;14.1;19.2;77
8168692;2;2001;6;7;28;1998;2001;28;28;32.7;8.86;14.59;19.28;78.86
8168692;2;2001;6;7;28;1998;2001;28;28;32.4;8.74;14.49;19.4;80.26
8168693;1;2000;5;18;28;1999;2000;28;28;32;8.56;15.09;18.98;79.86
8168698;2;2001;6;3;27;1999;2001;27;27;31.5;7.86;14.49;19.58;80.86
8168702;1;2000;5;15;27;1999;2001;27;27;29;8.5;13.6;18.5;82
8168702;1;2000;7;28;27;1999;2001;27;27;30.8;8.5;14;18.8;81
8168702;1;2001;7;31;27;1999;2001;27;27;29.4;8.44;14.49;18.8;83.26
8168709;1;2000;5;16;26;1999;2002;26;26;32;7.8;13.4;19.9;79
8168709;1;2000;6;14;26;1999;2002;26;26;32.6;8.19;14.13;20.18;79.83
8168709;1;2000;8;9;26;1999;2002;26;26;28.8;8.06;14.29;19.88;79.86
8168709;1;2002;7;22;26;1999;2002;26;26;30;7.9;13.5;19.83;80
8168753;1;2001;7;18;33;1999;2001;34;332;26.7;8.12;14.11;19.21;77.91
8168768;1;2000;6;15;27;1999;2000;27;27;30.2;7.9;13.6;20.3;81
8168769;1;2000;7;28;27;1999;2000;27;27;30.5;8.4;14;20.1;83
8168769;1;2000;8;6;27;1999;2000;27;27;32.2;8.26;13.89;19.98;80.86
8168771;2;1999;6;24;27;1998;1999;27;27;29.8;7.8;14;20;78
8168772;1;1999;6;24;27;1998;1999;27;27;30.5;7.8;13.5;19;80
8168796;2;1999;6;28;24;1998;1999;24;24;31.2;8.2;14.2;18.9;74
8168796;2;1999;7;8;24;1998;1999;24;24;28.9;8.14;14.49;19.08;74.86
8309125;2;2007;8;4;30;2006;2007;30;30;28.5;8.5;14.14;19.64;79
8309125;2;2007;10;4;30;2006;2007;30;30;30.1;7.74;13.7;19.97;80.85
8309128;2;2008;6;19;30;2007;2010;30;27;32.9;8.16;14.51;18.61;77.38
8309128;2;2008;6;19;30;2007;2010;30;27;32.9;8.25;14.46;18.45;77.03
8309128;2;2008;10;6;30;2007;2010;30;27;30.4;7.59;13.45;18.98;78.85
8309128;2;2009;8;8;27;2007;2010;30;27;27.9;8.54;14.48;18.99;77.03
8309128;2;2010;5;25;27;2007;2010;30;27;30.2;8.6;13.76;18.72;79.38
8309135;2;2008;8;6;27;2007;2008;27;27;30.3;8.31;14.07;20.75;81.43
8309141;1;2008;6;28;27;2007;2010;27;27;29.6;8.03;14.41;18.98;82.43
8309141;1;2008;7;23;27;2007;2010;27;27;30.7;8.49;14.59;19.03;82.43
8309141;1;2009;6;27;27;2007;2010;27;27;30.4;8.19;13.52;19.06;79.43
8309141;1;2009;8;5;27;2007;2010;27;27;28.4;8.21;13.6;19.02;82.03
8309141;1;2010;6;18;27;2007;2010;27;27;29.5;8.06;13.35;19.19;81.09
8309141;1;2010;6;18;27;2007;2010;27;27;29.5;8.06;14.47;19.09;82
8309141;1;2010;6;18;27;2007;2010;27;27;29.5;7.93;14.35;19.03;82.31
8309141;1;2010;10;9;27;2007;2010;27;27;30.3;8;13.01;;81.85
8309143;1;2008;6;16;26;2007;2010;26;26;29.5;8.78;13.51;16.56;81.38
8309143;1;2008;6;16;26;2007;2010;26;26;;8.59;13.75;16.59;
8309143;1;2008;10;2;26;2007;2010;26;26;31.2;7.65;13.01;17.06;79.85
8309146;2;2008;6;10;26;2007;2008;26;26;30.3;8.34;13.47;18.79;77.86
8309146;2;2008;6;10;26;2007;2008;26;26;30.5;8.33;13.1;18.79;78.29
8309146;2;2008;10;2;26;2007;2008;26;26;30.3;7.37;12.87;19.3;76.85
8309155;2;2008;6;2;28;2007;2008;28;28;30;8.18;14.07;18.98;77
8309155;2;2008;10;1;28;2007;2008;28;28;29.1;8.4;13.73;19.02;80.38
8309156;1;2008;8;9;28;2007;2013;28;28;34.9;8.3;13.39;19.68;80.38
8309156;1;2009;10;5;28;2007;2013;28;28;34.5;7.8;13.64;19.86;81.43
8309156;1;2010;5;27;28;2007;2013;28;28;34.1;8.21;12.93;19.73;82.38
8309156;1;2012;5;12;28;2007;2013;28;28;32.9;7.93;13.18;19.73;82.43
8309156;1;2012;5;12;28;2007;2013;28;28;;7.95;13.05;19.63;81.05
8309156;1;2013;5;4;28;2007;2013;28;28;33.4;7.8;12.23;19.75;82.43
8309158;1;2009;7;25;28;2007;2010;28;28;34.4;8.39;14.86;19.52;79.43
8309158;1;2009;7;30;28;2007;2010;28;28;;;;;
8309158;1;2009;10;5;28;2007;2010;28;28;32;8.33;13.52;19.38;79.43
8309158;1;2010;6;19;28;2007;2010;28;28;31.5;8.16;13.98;19.39;80.09
8309158;1;2010;6;19;28;2007;2010;28;28;31.5;8.3;13.76;19.35;78
8309158;1;2010;6;19;28;2007;2010;28;28;31.5;8.29;14.05;19.28;79.31
8309159;1;2008;7;24;28;2007;2008;28;28;32.3;8.76;13.98;20.11;78.03
8309162;1;2009;10;6;38;2007;2009;38;38;35;8.46;14.03;21.35;84.29
8309164;1;2008;6;4;38;2007;2009;38;38;33.3;8.23;13.45;18.76;81.05
8309164;1;2008;6;4;38;2007;2009;38;38;33.3;8.4;13.89;18.69;81
8309164;1;2008;10;3;38;2007;2009;38;38;31.3;7.71;13.1;19.21;81.85
8309164;1;2009;5;6;38;2007;2009;38;38;35.2;8.24;13.54;18.81;82.22
8309164;1;2009;5;6;38;2007;2009;38;38;;8.1;13.79;18.66;82.86
8309164;1;2009;5;26;38;2007;2009;38;38;32.7;;;;
8309164;1;2009;10;10;38;2007;2009;38;38;32.3;8.12;13.39;18.78;83.03
8309165;1;2008;6;25;38;2007;2009;38;38;32;8.88;13.98;21.52;82.86
8309165;1;2008;6;25;38;2007;2009;38;38;32;8.42;14.38;21.5;82.43
8309165;1;2009;10;10;38;2007;2009;38;38;35;8.25;13.79;21.52;83.03
8309171;2;2008;6;26;27;2007;2011;27;27;34.6;8.29;14.1;19.07;76.86
8309171;2;2008;6;26;27;2007;2011;27;27;34.3;7.95;13.88;18.96;77.43
8309171;2;2008;9;27;27;2007;2011;27;27;31.9;7.49;13.27;19.47;70.85
8309171;2;2009;7;21;27;2007;2011;27;27;32.9;8.28;14.68;19.19;76.43
8309171;2;2009;10;6;27;2007;2011;27;27;31.7;8.15;13.56;19.12;76.43
8309171;2;2010;3;7;27;2007;2011;27;27;;;;;
8309171;2;2010;10;3;27;2007;2011;27;27;31;7.77;13.6;19.52;77.85
8309173;1;2008;7;21;27;2007;2008;27;27;32.1;8.39;14.15;20.77;82.03
8309173;1;2008;9;28;27;2007;2008;27;27;31.3;7.69;12.83;20.82;81.85
8309175;2;2008;6;10;26;2007;2013;27;26;29.6;8.16;14.09;19.13;78.29
8309175;2;2008;6;10;26;2007;2013;27;26;29;8.14;13.54;19.05;78.86
8309175;2;2008;6;10;26;2007;2013;27;26;24.8;8.4;13.56;19.18;78.38
8309175;2;2008;7;21;26;2007;2013;27;26;29.8;8.42;13.59;19.2;80.38
8309175;2;2009;6;15;26;2007;2013;27;26;30;8.3;13.61;19.15;79.05
8309175;2;2009;6;29;26;2007;2013;27;26;31.7;8.37;13.93;19.05;80.43
8309175;2;2009;7;9;26;2007;2013;27;26;;;;;
8309175;2;2009;8;13;26;2007;2013;27;26;30.7;8.61;13.95;19.09;78.29
8309175;2;2010;5;13;26;2007;2013;27;26;32.1;8.15;12.96;19.1;80.38
8309175;2;2010;6;3;26;2007;2013;27;26;32.6;;;;
8309175;2;2013;5;20;26;2007;2013;27;26;29.7;8.46;13.45;18.99;80.92
8309182;1;2008;8;6;27;2007;2009;27;27;32.1;8.21;13.63;20.08;81.38
8309182;1;2009;2;5;27;2007;2009;27;27;30.7;;;;
8309182;1;2009;6;6;27;2007;2009;27;27;28.8;8.1;13.48;19.98;80.05
8309182;1;2009;7;24;27;2007;2009;27;27;29.8;8.22;14.21;20.32;80.03
8309183;1;2008;9;28;27;2007;2008;27;27;28.6;7.69;12.82;20.37;80.85
8309190;1;2008;6;10;26;2007;2011;26;26;33.6;8.26;14;18.96;82.38
8309190;1;2008;6;10;26;2007;2011;26;26;31.1;8.4;14.14;18.9;81.86
8309190;1;2008;6;10;26;2007;2011;26;26;31.4;8.36;14.06;18.9;81.29
8309190;1;2008;9;29;26;2007;2011;26;26;33.7;7.79;13.6;19.3;78.85
8309191;1;2008;6;16;26;2007;2011;26;26;30.8;8.5;14.11;19.24;81.38
8309191;1;2008;6;16;26;2007;2011;26;26;30.8;8.24;14.33;19.29;80.03
8309191;1;2008;8;13;26;2007;2011;26;26;34;8.39;14.2;19.35;81.43
8309195;1;2008;7;21;26;2007;2008;27;26;29.3;8.06;14.16;18.31;79.38
8309195;1;2008;8;13;26;2007;2008;27;26;32.3;8.05;13.7;18.17;77.38
8309197;1;2008;7;29;27;2007;2008;27;27;30.2;9.47;15.71;19.98;82.03
8309210;2;2008;7;11;63;2007;2008;63;63;30.1;8.18;14.7;19.7;77.85
8309215;2;2008;7;7;63;2007;2008;63;63;30.3;8.2;13.99;19.74;77.85
8309216;1;2009;3;17;63;2007;2010;63;63;31.3;7.65;12.24;20.31;81.85
8309218;1;2008;7;3;63;2007;2012;63;63;31.7;8.08;12.77;20.22;81.85
8309218;1;2008;11;7;63;2007;2012;63;63;34.1;7.84;12.13;20.21;82.85
8309218;1;2012;3;16;63;2007;2012;63;63;30.5;8.09;12.42;19.92;81.97
8309231;2;2008;7;19;63;2007;2015;63;63;28.7;7.77;12.63;18.97;78.85
8309231;2;2008;11;7;63;2007;2015;63;63;30.6;7.59;12.12;18.87;78.85
8309231;2;2011;2;25;63;2007;2015;63;63;30.2;7.95;12.95;18.48;81.71
8309231;2;2012;3;14;63;2007;2015;63;63;29.2;7.85;12.58;18.44;80
8309231;2;2013;3;15;63;2007;2015;63;63;29.5;7.93;12.17;18.59;81.05
8309231;2;2015;2;26;63;2007;2015;63;63;29.4;7.93;13.25;18.52;80.73
8309240;1;2008;7;3;63;2007;2008;63;63;31;8.22;13.14;20.05;78.85
8309240;1;2008;11;7;63;2007;2008;63;63;32.9;7.53;11.91;20.11;78.85
8309243;1;2009;3;17;63;2007;2009;63;63;32.6;8.27;13.44;21.08;82.85
8309251;2;2008;7;29;27;2007;2010;27;27;39.1;8.44;14.34;20;77.03
8309251;2;2010;3;8;27;2007;2010;27;27;;;;;
8309252;2;2008;7;26;27;2007;2009;27;27;30.4;8.66;14.22;19.52;79.43
8309252;2;2008;9;28;27;2007;2009;27;27;31.5;7.74;12.99;19.85;75.85
8309252;2;2009;2;5;27;2007;2009;27;27;32;;;;
8309252;2;2009;5;21;27;2007;2009;27;27;33.6;8.36;13.94;19.59;78.03
8309252;2;2009;6;6;27;2007;2009;27;27;30.6;8.28;13.89;19.46;79.43
8309254;1;2008;8;6;27;2007;2009;27;27;33;8.49;14.23;20.04;83.38
8309254;1;2008;10;4;27;2007;2009;27;27;35;7.39;13.53;20.36;80.85
8309260;1;2009;8;9;27;2007;2009;27;27;34.5;8.53;14.22;19.5;81.03
8309262;1;2010;3;8;27;2007;2010;27;27;;;;;
8309263;2;2008;6;28;27;2007;2008;27;27;30.5;8.56;14.95;19.32;77.29
8309263;2;2008;7;20;27;2007;2008;27;27;30.4;8.65;15.04;19.53;78.38
8309263;2;2008;7;26;27;2007;2008;27;27;31.2;8.26;13.13;19.79;78.03
8309266;1;2008;10;4;27;2007;2011;27;27;31.4;7.21;12.78;19.82;80.85
8309267;1;2008;6;8;27;2007;2008;27;27;30;7.89;14.07;19.94;83.29
8309267;1;2008;6;8;27;2007;2008;27;27;29.8;8.04;14.21;20;82.38
8309267;1;2008;6;8;27;2007;2008;27;27;29.8;8.13;13.98;20.09;82.86
8309269;1;2008;9;28;27;2007;2008;27;27;33.6;7.86;13.25;20.35;80.85
8309272;2;2008;9;28;27;2007;2011;27;27;30.7;7.75;13.79;20.71;77.85
8309272;2;2009;5;5;27;2007;2011;27;27;;8.41;15.18;20.46;81.22
8309272;2;2009;5;5;27;2007;2011;27;27;37.2;8.09;14.9;20.14;79.86
8309272;2;2009;7;7;27;2007;2011;27;27;31.5;8.59;14.96;20.4;78.03
8309272;2;2009;7;24;27;2007;2011;27;27;31.2;;;;
8309272;2;2009;10;7;27;2007;2011;27;27;31.3;7.95;13.79;20.71;79.85
8309272;2;2010;6;17;27;2007;2011;27;27;31.5;7.88;14.27;20.04;78.31
8309272;2;2010;6;17;27;2007;2011;27;27;31.5;8.24;14.35;20.23;78.09
8309272;2;2010;6;17;27;2007;2011;27;27;31.5;8.44;14.89;20.28;79
8309272;2;2010;7;17;27;2007;2011;27;27;29.9;8.77;14.44;20.47;78.41
8309272;2;2010;8;1;27;2007;2011;27;27;30.9;8.37;14.14;20.48;78.09
8309272;2;2010;8;14;27;2007;2011;27;27;31;8.16;13.98;20.44;79.31
8309272;2;2011;8;7;27;2007;2011;27;27;31.5;8.24;14.09;20.32;79.31
8309272;2;2011;8;20;27;2007;2011;27;27;31.7;8.25;14.12;20.36;77.09
8309274;1;2009;10;7;27;2007;2010;27;27;33.3;7.64;13.03;20.29;81.85
8309274;1;2010;5;12;27;2007;2010;27;27;34.1;8.49;13.68;20.15;83.38
8309274;1;2010;6;22;27;2007;2010;27;27;35;8.47;13.71;19.84;81.41
8309274;1;2010;6;22;27;2007;2010;27;27;34.1;8.35;13.78;19.99;81.86
8309277;1;2010;7;21;27;2007;2010;27;27;32.5;9.01;14.13;20.75;82.35
8309283;2;2008;8;6;27;2007;2009;27;27;33.1;8.74;13.54;19.68;82.43
8309283;2;2008;9;28;27;2007;2009;27;27;31.9;8.02;13.59;20.17;79.85
8309283;2;2009;2;5;27;2007;2009;27;27;33.5;;;;
8309283;2;2009;7;1;27;2007;2009;27;27;30.4;8.62;14.39;19.78;82.43
8309283;2;2009;7;24;27;2007;2009;27;27;29.6;8.66;14.81;19.95;80.03
8309285;2;2008;7;29;27;2007;2009;27;27;34.2;8.57;14.01;19.45;81.38
8309285;2;2008;9;28;27;2007;2009;27;27;35.4;7.64;12.9;19.91;77.85
8309285;2;2009;7;1;27;2007;2009;27;27;42.4;8.37;14.11;19.61;82.43
8309285;2;2009;7;24;27;2007;2009;27;27;33.8;8.61;14.53;19.59;82.03
8309287;1;2008;7;22;27;2007;2008;27;27;37.1;8.79;14.26;20.4;81.43
8309287;1;2008;7;29;27;2007;2008;27;27;;;;;
8309287;1;2008;8;6;27;2007;2008;27;27;34.2;8.64;13.61;20.35;82.43
8309287;1;2008;10;4;27;2007;2008;27;27;33.2;7.49;12.93;20.41;81.85
8309288;1;2008;9;26;27;2007;2008;27;27;32.7;7.9;13.91;20.29;81.85
8309291;2;2010;7;23;20;2007;2012;27;20;31.3;7.99;14.14;20;78.43
8309291;2;2012;7;6;20;2007;2012;27;20;31.5;8.21;13.99;19.89;78.86
8309298;1;2008;10;2;26;2007;2008;30;26;33;7.71;13.51;19.86;81.85
8309300;2;2008;6;19;30;2007;2008;30;30;31.2;8.33;13.78;18.01;78.38
8309300;2;2008;6;19;30;2007;2008;30;30;31.2;8.33;14.05;18.14;78.03
8309915;2;2009;3;13;63;2008;2009;63;63;30;7.5;13.27;19.64;77.85
8414340;1;1993;2;26;23;1992;1994;23;23;32.7;8.2;;19.65;83.5
8414341;1;1993;2;27;20;1992;1994;20;20;35.2;8.6;13.6;20.18;85
8414341;1;1993;2;28;20;1992;1994;20;20;34;;;;
8414341;1;1994;1;17;20;1992;1994;20;20;33.6;8.8;13.6;19.91;86
8414342;1;1993;2;27;20;1992;1993;20;20;31.2;8.4;13;19.91;79
8414342;1;1993;2;28;20;1992;1993;20;20;28.8;;;;
8414342;1;1993;5;16;20;1992;1993;20;20;29.5;;;;
8414342;1;1993;6;7;20;1992;1993;20;20;30.2;;;;
8414342;1;1993;8;8;20;1992;1993;20;20;27.2;8.7;14.6;19.47;80
8414343;1;1993;2;28;20;1992;1993;20;20;36.3;9.1;13.9;21.25;82
8414343;1;1993;5;16;20;1992;1993;20;20;32.7;;;;
8414344;1;1993;2;28;20;1992;1993;20;20;30.7;8.4;13.9;20.18;79.2
8414345;2;1993;2;28;20;1992;1994;20;20;36.2;8.7;13.8;20.89;75
8414345;2;1993;5;17;20;1992;1994;20;20;33.7;;;;
8414345;2;1994;6;18;20;1992;1994;20;20;32.5;8.2;13.8;20.3;76
8414346;2;1993;3;2;27;1992;1995;27;27;35.3;8.7;14.3;20.09;79.5
8414346;2;1993;6;15;27;1992;1995;27;27;36.4;;;;
8414346;2;1993;7;17;27;1992;1995;27;27;36.6;;;;
8414346;2;1993;12;4;27;1992;1995;27;27;32.8;;;19.82;
8414346;2;1995;10;3;27;1992;1995;27;27;33;8.5;14.1;19.6;78
8414347;2;1993;3;2;27;1992;1997;27;27;32.9;8.3;;20.09;80.5
8414347;2;1993;12;3;27;1992;1997;27;27;34.3;8.3;14.2;20;81
8414347;2;1993;12;5;27;1992;1997;27;27;32.8;;;;
8414347;2;1995;7;11;27;1992;1997;27;27;35.8;8.4;14.1;20.3;80
8414347;2;1996;5;26;27;1992;1997;27;27;36.9;8.49;14.4;19.65;82.7
8414347;2;1996;9;21;27;1992;1997;27;27;36.8;8.25;14.23;20.3;82.61
8414348;2;1993;3;2;27;1992;1993;27;27;28.7;8.2;13.5;18.2;79
8414349;1;1993;2;27;20;1992;1993;20;20;34.1;8.6;13.4;20.45;81
8414349;1;1993;2;28;20;1992;1993;20;20;32.6;;;;
8414349;1;1993;5;16;20;1992;1993;20;20;32;;;;
8414501;2;1993;5;16;20;1992;1998;20;20;35.8;8.5;13.2;19.29;77
8414501;2;1993;6;16;20;1992;1998;20;20;31.7;;;;
8414501;2;1994;1;17;20;1992;1998;20;20;34.5;8.8;13.7;18.93;79
8414501;2;1994;6;18;20;1992;1998;20;20;34.5;8.1;13.1;18.7;78
8414501;2;1994;9;19;20;1992;1998;20;20;34.5;8.3;13.8;19.1;77
8414501;2;1995;7;27;20;1992;1998;20;20;29.6;8.2;13.3;19;77
8414501;2;1996;6;19;20;1992;1998;20;20;31.5;8.1;13.7;19.3;77
8414501;2;1996;9;26;20;1992;1998;20;20;30.8;8.35;13.63;19.2;77.61
8414501;2;1997;5;27;20;1992;1998;20;20;34.4;8.4;13.6;19.5;77
8414501;2;1997;7;1;20;1992;1998;20;20;30.7;;;;
8414501;2;1997;8;5;20;1992;1998;20;20;31.5;8.77;13.33;19.5;78.64
8414501;2;1998;10;25;20;1992;1998;20;20;31.2;7.9;12.85;19.88;78.09
8414503;1;1992;8;11;20;1991;1992;20;20;33.5;8.8;13.8;20.27;86
8414505;1;1992;8;11;20;1991;1994;20;20;32.6;8.4;13.6;20.18;85
8414505;1;1993;2;27;20;1991;1994;20;20;31.9;8.3;13.8;20.27;84
8414505;1;1993;2;28;20;1991;1994;20;20;30.7;;;;
8414505;1;1993;6;7;20;1991;1994;20;20;30.8;;;;
8414505;1;1993;7;11;20;1991;1994;20;20;31.5;;;;
8414505;1;1993;8;8;20;1991;1994;20;20;32.4;;;;
8414505;1;1994;1;17;20;1991;1994;20;20;31.1;8.4;13.6;19.56;85
8414505;1;1994;6;9;20;1991;1994;20;20;34.7;8.1;13.6;19.7;85
8414506;1;1992;8;11;20;1991;1992;20;20;31.3;8.1;13.5;20.54;79
8414508;1;1992;8;11;20;1991;1993;20;20;34.4;8.3;13.3;19.11;81
8414508;1;1993;5;17;20;1991;1993;20;20;28.8;8.2;13.2;18.31;80
8414509;1;1993;2;28;20;1992;1994;20;20;32;8.2;13.3;21.07;80
8414512;1;1993;2;28;20;1992;1999;20;20;33.6;8.6;13.3;20.27;81
8414512;1;1993;5;16;20;1992;1999;20;20;30.5;;;;
8414512;1;1993;8;8;20;1992;1999;20;20;31.1;;;;
8414512;1;1994;1;17;20;1992;1999;20;20;31.6;9;13.5;19.82;81
8414512;1;1994;5;12;20;1992;1999;20;20;32.1;8.4;13.9;20.2;81
8414512;1;1994;6;9;20;1992;1999;20;20;35.5;8.1;13.8;20.1;81
8414512;1;1994;6;29;20;1992;1999;20;20;32.7;8.3;14;20;81
