"ringnr","O_HOM","E_HOM","N_SITES","F_hat"
"8N05818",44117,43300,64739,-0.00171631979054291
"8N05820",44373,43320,64768,0.00919368020945709
"8N05824",43476,43190,64571,-0.0263263197905429
"8N05825",44018,43130,64489,0.00172368020945709
"8N05827",43369,42840,64061,-0.0149863197905429
"8N05831",44041,43360,64834,-0.00825631979054291
"8N05840",48427,43230,64645,0.202803680209457
"8N05841",44203,43310,64752,0.00183368020945709
"8N05846",43805,43350,64808,-0.0185063197905429
"8N05851",44047,43360,64825,-0.00781631979054291
"8N05856",44957,43210,64603,0.0419736802094571
"8N05857",42225,42020,62832,-0.0299483197905429
"8N05858",43912,43310,64746,-0.0116063197905429
"8N05859",43507,43050,64358,-0.0182863197905429
"8N05860",43415,43320,64776,-0.0356443197905429
"8N05861",43947,42660,63783,0.0211836802094571
"8N05863",43907,43280,64712,-0.0106563197905429
"8N05864",43601,43250,64664,-0.0233463197905429
"8N05865",45479,43290,64732,0.0621036802094571
"8N05866",43435,43340,64807,-0.0356233197905429
"8N05867",45286,43160,64538,0.0593436802094571
"8N05868",43164,43320,64766,-0.0471103197905429
"8N05869",42121,42320,63303,-0.0494093197905429
"8N05870",44141,43320,64769,-0.00162631979054291
"8N05872",43765,43350,64802,-0.0203563197905429
"8N05874",43434,43330,64779,-0.0349383197905429
"8N05875",43991,43360,64819,-0.0102863197905429
"8N05876",43089,42750,63927,-0.0239063197905429
"8N05877",43813,43290,64714,-0.0152663197905429
"8N05878",41786,42250,63189,-0.0618763197905429
"8N05879",44425,43300,64734,0.0125736802094571
"8N05880",43619,43340,64789,-0.0267163197905429
"8N05881",43837,43250,64667,-0.0124663197905429
"8N05883",43637,43320,64768,-0.0249663197905429
"8N05884",43602,43360,64823,-0.0284263197905429
"8N05885",43430,43290,64730,-0.0334653197905429
"8N05887",43501,42750,63912,-0.00438631979054291
"8N05889",43403,43320,64770,-0.0361073197905429
"8N05890",42112,43320,64766,-0.0961963197905429
"8N05892",44089,43330,64782,-0.00449631979054291
"8N05893",44391,43270,64691,0.0125636802094571
"8N05894",44788,43330,64784,0.0280936802094571
"8N05895",43565,43260,64668,-0.0254463197905429
"8N05896",44010,43310,64761,-0.00744631979054291
"8N05897",43174,43290,64720,-0.0452303197905429
"8N05898",44532,43300,64740,0.0176436802094571
"8N05900",44299,43320,64778,0.00555368020945709
"8N05905",45260,43200,64598,0.0562536802094571
"8N05907",45959,43240,64648,0.0871036802094571
"8N05916",45073,43330,64782,0.0413636802094571
"8N05933",43557,42470,63505,0.0117836802094571
"8N05942",43451,43350,64818,-0.0353323197905429
"8N05946",43120,42930,64190,-0.0308573197905429
"8N05953",41384,42260,63026,-0.0822563197905429
"8N05957",40999,42100,62793,-0.0932163197905429
"8N05983",43399,43310,64755,-0.0357893197905429
"8N06011",44056,43360,64819,-0.00723631979054291
"8N06020",44435,43370,64840,0.00991368020945709
"8N06028",43983,43290,64711,-0.00735631979054291
"8N06029",43966,43360,64823,-0.0114863197905429
"8N06037",44591,43330,64784,0.0187636802094571
"8N05695",43587,43320,64762,-0.0272263197905429
"8N06178",43984,43300,64734,-0.00790631979054291
"8N06186",43685,43340,64792,-0.0236763197905429
"8N06285",43664,43330,64781,-0.0241663197905429
"8N06290",44036,43320,64769,-0.00653631979054291
"8N06292",44198,43370,64837,-0.00115631979054291
"8N06293",43794,43330,64782,-0.0183063197905429
"8N06294",44141,43330,64789,-0.00219631979054291
"8N06295",44396,43330,64780,0.00997368020945709
"8N06296",45579,43360,64823,0.0636036802094571
"8N06298",45828,43310,64755,0.0774036802094571
"8N06305",44022,43240,64645,-0.00320631979054291
"8N06306",43876,43310,64749,-0.0134263197905429
"8N06311",44795,43350,64813,0.0274236802094571
"8N06340",48486,43110,64457,0.212003680209457
"8N06347",45633,43290,64724,0.0694036802094571
"8N06359",44224,43370,64840,-6.3197905429066e-06
"8N06360",43947,43350,64810,-0.0120863197905429
"8N06367",44010,43370,64841,-0.00989631979054291
"8N06371",44571,43330,64787,0.0178736802094571
"8N06387",43955,43250,64666,-0.00697631979054291
"8N06394",44154,43320,64778,-0.00123631979054291
"8N06395",43588,43070,64398,-0.0156263197905429
"8N06398",43966,43330,64782,-0.0101963197905429
"8N06432",43700,43230,64641,-0.0181663197905429
"8N06435",43626,43290,64727,-0.0243263197905429
"8N06439",44339,43370,64842,0.00530368020945709
"8N06460",44147,43300,64729,-0.000186319790542906
"8N06461",43746,43300,64741,-0.0192663197905429
"8N06462",43708,43120,64466,-0.0121463197905429
"8N06463",45325,43240,64645,0.0577036802094571
"8N06464",44005,43190,64571,-0.00183631979054291
"8N06466",43479,43310,64757,-0.0321313197905429
"8N06467",44792,43330,64788,0.0280936802094571
"8N06468",45567,43280,64708,0.0670036802094571
"8N06469",43744,43360,64825,-0.0218963197905429
"8N05696",43351,43270,64694,-0.0362613197905429
"8N06470",44181,43160,64525,0.00803368020945709
"8N06471",43148,43210,64610,-0.0428623197905429
"8N06472",44990,43250,64670,0.0411236802094571
"8N06473",44909,43240,64641,0.0380436802094571
"8N06474",44355,43320,64770,0.00832368020945709
"8N06475",45700,43190,64592,0.0772036802094571
"8N06476",43883,43310,64746,-0.0129963197905429
"8N06477",43935,43340,64794,-0.0120263197905429
"8N06478",43626,43270,64691,-0.0231563197905429
"8N06479",43682,43270,64696,-0.0206463197905429
"8N06480",44086,43300,64741,-0.00333631979054291
"8N06481",45369,43330,64786,0.0551936802094571
"8N06482",44269,43280,64703,0.00643368020945709
"8N06483",44104,43290,64730,-0.00203631979054291
"8N06484",44606,43230,64636,0.0245136802094571
"8N06485",43921,43280,64712,-0.0100963197905429
"8N06486",43781,43270,64689,-0.0158363197905429
"8N06487",44219,43280,64708,0.00397368020945709
"8N06488",44432,43310,64755,0.0123236802094571
"8N06489",45670,43320,64767,0.0697036802094571
"8N06490",44149,43220,64621,0.00351368020945709
"8N06491",43455,43330,64783,-0.0340423197905429
"8N06492",43835,43250,64664,-0.0126063197905429
"8N06493",44113,43350,64808,-0.00430631979054291
"8N06494",44595,43270,64692,0.0220736802094571
"8N06495",45086,43140,64495,0.0511836802094571
"8N06496",44966,43290,64727,0.0382536802094571
"8N06497",44148,43300,64738,-0.000336319790542911
"8N06498",45591,43060,64388,0.0786036802094571
"8N06499",44133,43290,64726,-0.00051631979054291
"8N06500",43477,43060,64377,-0.0203563197905429
"8N06508",44208,43360,64831,-0.000436319790542906
"8N06510",43791,43340,64804,-0.0190663197905429
"8N06517",44643,43330,64779,0.0213636802094571
"8N06519",43996,43260,64672,-0.00532631979054291
"8N06527",44226,43340,64802,0.00129368020945709
"8N06528",44668,43020,64326,0.0374036802094571
"8N06532",45704,43140,64500,0.0800036802094571
"8N06554",43736,43100,64439,-0.0102363197905429
"8N06559",44959,43330,64791,0.0358636802094571
"8N06560",44489,43350,64819,0.0130536802094571
"8N06563",43939,43170,64533,-0.00370631979054291
"8N06570",44286,43350,64812,0.00376368020945709
"8N06580",44521,43320,64758,0.0163436802094571
"8N06581",44201,43320,64777,0.000943680209457093
"8N06661",43322,43280,64714,-0.0381083197905429
"8N06671",43438,43300,64736,-0.0334143197905429
"8N06672",43766,43240,64658,-0.0153763197905429
"8N06673",43258,43310,64752,-0.0422363197905429
"8N06674",43108,43140,64512,-0.0411763197905429
"8N06675",43736,43270,64682,-0.0179663197905429
"8N06676",43677,43310,64756,-0.0227563197905429
"8N06677",46914,43180,64557,0.135003680209457
"8N06678",43475,43290,64723,-0.0313513197905429
"8N06679",43132,43270,64694,-0.0463783197905429
"8N06680",43356,43250,64657,-0.0347553197905429
"8N06681",43747,43320,64764,-0.0198763197905429
"8N06682",44160,43280,64709,0.00106368020945709
"8N06683",43583,43230,64642,-0.0236263197905429
"8N06684",43338,43300,64738,-0.0380703197905429
"8N06685",43675,43300,64740,-0.0224363197905429
"8N06686",43530,43330,64784,-0.0304893197905429
"8N06687",43543,43250,64662,-0.0262163197905429
"8N06688",43401,43290,64721,-0.0347723197905429
"8N06689",43574,43260,64674,-0.0250963197905429
"8N06690",43533,43250,64661,-0.0266563197905429
"8N06691",42974,43220,64618,-0.0512763197905429
"8N06692",43290,43230,64635,-0.0371013197905429
"8N06693",43407,43270,64696,-0.0336203197905429
"8N06694",43610,43300,64744,-0.0256363197905429
"8N06695",43691,43300,64733,-0.0214463197905429
"8N06696",43370,43300,64731,-0.0365473197905429
"8N06697",43515,43290,64717,-0.0291863197905429
"8N06698",43301,43300,64744,-0.0400710197905429
"8N06699",43251,43290,64720,-0.0416053197905429
"8N06700",43336,43240,64647,-0.0354593197905429
"8N06727",44579,43240,64651,0.0226536802094571
"8N06740",44643,43280,64717,0.0235036802094571
"8N06749",44635,43340,64798,0.0203936802094571
"8N06776",46417,43150,64521,0.113003680209457
"8N06781",43805,43340,64793,-0.0180563197905429
"8N06782",44341,43340,64793,0.00693368020945709
"8N06783",44669,43320,64778,0.0228236802094571
"8N06786",43946,43340,64806,-0.0118063197905429
"8N06787",44636,43350,64816,0.0199136802094571
"8N06800",44384,43360,64830,0.00778368020945709
"8N06808",43873,43370,64851,-0.0166763197905429
"8N06813",43941,43290,64723,-0.00947631979054291
"8N06820",44550,43210,64600,0.0228536802094571
"8N06821",43422,43200,64601,-0.0297163197905429
"8N06823",43516,43260,64675,-0.0278763197905429
"8N06824",44818,43330,64785,0.0295136802094571
"8N06825",44303,43350,64813,0.00455368020945709
"8N06826",43558,43330,64782,-0.0291763197905429
"8N06827",44251,43360,64828,0.00156368020945709
"8N06828",43172,43340,64793,-0.0476573197905429
"8N06829",43678,43330,64783,-0.0236963197905429
"8N06830",43682,43340,64798,-0.0239563197905429
"8N06831",45368,43350,64810,0.0541936802094571
"8N06832",46359,43290,64728,0.103303680209457
"8N06833",43568,43260,64678,-0.0254363197905429
"8N06834",43297,43250,64652,-0.0374703197905429
"8N06835",43147,43360,64827,-0.0498153197905429
"8N06836",44046,43350,64811,-0.00738631979054291
"8N06837",43812,43320,64761,-0.0168263197905429
"8N06838",43757,43280,64698,-0.0174863197905429
"8N06839",43726,43320,64774,-0.0211663197905429
"8N06840",44376,43340,64799,0.00847368020945709
"8N06841",51068,43270,64703,0.323903680209457
"8N06842",48861,43230,64634,0.223203680209457
"8N06843",44152,43370,64850,-0.00370631979054291
"8N06844",48584,43290,64733,0.206803680209457
"8N06845",44722,43310,64753,0.0260436802094571
"8N06846",44394,43350,64809,0.00889368020945709
"8N06847",43778,43280,64716,-0.0168663197905429
"8N06848",44644,43320,64780,0.0215936802094571
"8N06849",43995,43330,64776,-0.00874631979054291
"8N06850",43963,43350,64808,-0.0112563197905429
"8N06851",43935,43360,64825,-0.0130563197905429
"8N06852",43851,43360,64827,-0.0170763197905429
"8N06853",43490,43290,64725,-0.0305193197905429
"8N06854",50137,43240,64653,0.282003680209457
"8N06855",44027,43360,64833,-0.00896631979054291
"8N06856",44426,43330,64795,0.0109536802094571
"8N06857",43698,43350,64813,-0.0236263197905429
"8N06858",43718,43310,64748,-0.0207463197905429
"8N06859",44646,43350,64812,0.0205636802094571
"8N06860",43784,43350,64810,-0.0195763197905429
"8N06861",46668,43310,64756,0.116703680209457
"8N06862",43766,43360,64832,-0.0210863197905429
"8N06863",43781,43360,64821,-0.0200663197905429
"8N06864",47372,43240,64653,0.153103680209457
"8N06865",44375,43350,64815,0.00789368020945709
"8N06866",44335,43350,64815,0.00593368020945709
"8N06867",44770,43330,64784,0.0272736802094571
"8N06868",43560,43350,64809,-0.0299563197905429
"8N06869",43773,43300,64734,-0.0177263197905429
"8N06870",43522,43360,64835,-0.0325773197905429
"8N06871",44185,43350,64810,-0.000896319790542909
"8N06872",44262,43350,64820,0.00245368020945709
"8N06873",43652,43250,64656,-0.0209463197905429
"8N06874",43911,43260,64669,-0.00926631979054291
"8N06875",43548,43360,64829,-0.0311893197905429
"8N06876",43730,43340,64794,-0.0215663197905429
"8N06877",43962,43350,64812,-0.0112663197905429
"8N06878",43489,43340,64797,-0.0328413197905429
"8N06879",44957,43340,64796,0.0354936802094571
"8N06880",44170,43340,64800,-0.00127631979054291
"8N06881",43909,43350,64810,-0.0136863197905429
"8N06882",43843,43340,64807,-0.0166463197905429
"8N06883",43760,43280,64718,-0.0177363197905429
"8N06885",47082,43000,64305,0.151603680209457
"8N06887",44002,43360,64829,-0.0100163197905429
"8N06889",44707,43320,64765,0.0249236802094571
"8N06890",46244,43330,64784,0.0959036802094571
"8N06891",43853,43340,64805,-0.0162063197905429
"8N06892",44418,43360,64827,0.00940368020945709
"8N06893",45262,43350,64810,0.0492236802094571
"8N06894",43284,43300,64737,-0.0406280197905429
"8N06895",43763,43360,64827,-0.0210663197905429
"8N06896",43604,43350,64816,-0.0279663197905429
"8N06897",45069,43200,64585,0.0476936802094571
"8N06898",44700,43310,64744,0.0251736802094571
"8N06899",43528,43350,64816,-0.0316963197905429
"8N06900",43148,43360,64835,-0.0499763197905429
"8N06916",41953,41760,62459,-0.0304973197905429
"8N06917",44073,43270,64695,-0.00232631979054291
"8N06920",44116,43360,64831,-0.00475631979054291
"8N06922",43878,43370,64844,-0.0162063197905429
"8N06928",44414,43330,64786,0.0105836802094571
"8N06930",45042,43240,64646,0.0443336802094571
"8N06931",45025,43300,64743,0.0403436802094571
"8N06941",44181,43160,64525,0.00801368020945709
"8N06942",45423,43280,64712,0.0598936802094571
"8N06943",44329,43340,64797,0.00621368020945709
"8N06944",44135,43110,64464,0.00812368020945709
"8N06976",41862,42110,62957,-0.0517563197905429
"8N06979",42530,42400,63388,-0.0337043197905429
"8N06989",44482,43330,64780,0.0139236802094571
"8N06999",43848,43340,64807,-0.0163963197905429
"8N05697",43480,43150,64525,-0.0244663197905429
"8N13073",43284,43190,64575,-0.0355393197905429
"8N13081",43221,43330,64789,-0.0451363197905429
"8N13086",42948,43300,64742,-0.0563563197905429
"8N13090",42008,41980,62765,-0.0386713197905429
"8N05698",43307,43300,64742,-0.0396656197905429
"8N13098",43453,43310,64760,-0.0333033197905429
"8N13100",43613,43330,64782,-0.0268363197905429
"8N13105",43838,43290,64720,-0.0141963197905429
"8N13113",42201,41980,62782,-0.0294663197905429
"8N05699",43382,43300,64733,-0.0358553197905429
"8N13116",43504,43280,64709,-0.0293463197905429
"8N05700",43520,43270,64701,-0.0283263197905429
"8N13132",43474,43350,64821,-0.0341763197905429
"8N13135",42996,43350,64815,-0.0564163197905429
"8N13139",43303,43300,64734,-0.0395655197905429
"8N13149",43693,43360,64826,-0.0242663197905429
"8N13216",44144,43330,64778,-0.00183631979054291
"8N13286",43895,43320,64770,-0.0132763197905429
"8N13333",43870,43310,64749,-0.0136763197905429
"8N13345",44319,43310,64750,0.00723368020945709
"8N13347",43695,43340,64794,-0.0232163197905429
"8N13355",44043,43330,64774,-0.00644631979054291
"8N13357",44417,43350,64813,0.00974368020945709
"8N13360",43973,43360,64825,-0.0112763197905429
"8N13373",43966,43270,64701,-0.00758631979054291
"8N13064",43423,43270,64691,-0.0325683197905429
"8N13401",43647,43280,64715,-0.0229763197905429
"8N13408",43592,43330,64779,-0.0275263197905429
"8N13418",43598,43320,64770,-0.0270063197905429
"8N13419",44412,43300,64744,0.0117736802094571
"8N13423",44320,43300,64737,0.00771368020945709
"8N13425",43825,43220,64618,-0.0115663197905429
"8N13426",46017,43290,64719,0.0874036802094571
"8N13437",43812,43300,64734,-0.0158663197905429
"8N13440",43084,43080,64415,-0.0399404697905429
"8N13455",43838,43330,64790,-0.0163563197905429
"8N13479",44610,43350,64814,0.0187536802094571
"8N13490",43636,43250,64665,-0.0220263197905429
"8N13496",43665,43340,64802,-0.0249163197905429
"8N13097",42542,42930,64195,-0.0581063197905429
"8N13524",44032,43320,64770,-0.00686631979054291
"8N13526",43862,43360,64830,-0.0165263197905429
"8N13558",48075,43170,64538,0.189703680209457
"8N13567",43812,43350,64807,-0.0181563197905429
"8N13368",42626,43010,64309,-0.0577163197905429
"8N13587",44314,43200,64581,0.0122136802094571
"8N13590",43740,43330,64789,-0.0210063197905429
"8N13114",43154,43330,64780,-0.0479043197905429
"8N13119",43361,43210,64607,-0.0326403197905429
"8N13603",42796,42480,63517,-0.0247363197905429
"8N13141",43570,43290,64721,-0.0266963197905429
"8N13605",43612,43300,64740,-0.0253063197905429
"8N13607",43474,43300,64735,-0.0316403197905429
"8N13608",43729,43300,64740,-0.0198963197905429
"8N13609",43479,43270,64685,-0.0299733197905429
"8N13611",43943,43320,64762,-0.0106163197905429
"8N13601",43749,43310,64751,-0.0193163197905429
"8N13612",44207,43230,64639,0.00555368020945709
"8N13613",43867,43300,64745,-0.0135963197905429
"8N13602",43274,43310,64762,-0.0417873197905429
"8N13604",43507,43330,64782,-0.0316023197905429
"8N13615",43223,43300,64748,-0.0435433197905429
"8N13616",43629,43350,64811,-0.0268163197905429
"8N13606",43430,43160,64526,-0.0270663197905429
"8N13617",43462,43350,64812,-0.0345363197905429
"8N13610",43247,42950,64223,-0.0260963197905429
"8N13618",43285,43080,64406,-0.0302003197905429
"8N13619",43369,43270,64699,-0.0354513197905429
"8N13620",42990,43000,64310,-0.0403597197905429
"8N13621",43257,43260,64680,-0.0400060197905429
"8N13622",43234,43330,64782,-0.0443373197905429
"8N13623",43071,43310,64749,-0.0509863197905429
"8N13624",43316,43260,64678,-0.0373023197905429
"8N13625",43501,43350,64821,-0.0330053197905429
"8N13626",43494,43190,64580,-0.0257963197905429
"8N13627",43279,43290,64726,-0.0405811197905429
"8N13628",43608,43330,64779,-0.0268063197905429
"8N13629",43280,43340,64800,-0.0426103197905429
"8N13630",43352,43310,64754,-0.0379043197905429
"8N13631",43217,43340,64801,-0.0456243197905429
"8N13632",43168,43180,64561,-0.0406518197905429
"8N13633",43535,43330,64786,-0.0303953197905429
"8N13634",43338,43210,64603,-0.0341003197905429
"8N13635",43573,43300,64746,-0.0273263197905429
"8N13636",43109,43320,64769,-0.0498623197905429
"8N13637",43696,43310,64749,-0.0217063197905429
"8N13640",43305,43330,64784,-0.0410383197905429
"8N13641",43290,43100,64432,-0.0310123197905429
"8N13642",43635,43260,64683,-0.0223963197905429
"8N13643",41574,42500,63559,-0.0840963197905429
"8N13644",43341,43240,64648,-0.0350443197905429
"8N13645",43143,43350,64821,-0.0497433197905429
"8N13646",43651,43170,64550,-0.0174763197905429
"8N13647",43376,43340,64794,-0.0380163197905429
"8N13648",43331,43280,64714,-0.0376073197905429
