"ringnr","y_adjusted","n_obs","y_mean","O_HOM","E_HOM","N_SITES","F_hat","locality"
"8118424",0.478197342401624,3,32.6,43882,43350,64806,-0.0149352670424751,"28"
"8118425",-1.62517500563499,3,29.9,43914,43340,64796,-0.0130852670424751,"28"
"8118426",1.22464663460886,6,33.3166666666667,45164,42650,63638,0.0800347329575249,"28"
"8118429",-0.0459994062550091,1,31.3,44091,43170,64538,0.00340473295752491,"28"
"8118430",-1.31982251360431,2,29.9,43549,43350,64815,-0.0306902670424751,"28"
"8118432",0.150082235117727,2,31.9,45108,43360,64836,0.0413247329575249,"26"
"8118433",-1.51561028168715,1,28.5,45388,43370,64845,0.0541347329575249,"26"
"8118435",-1.81238234535402,2,28.85,44063,43330,64771,-0.00553526704247509,"26"
"8168602",1.38511940676701,2,33.55,45316,43240,64643,0.0573347329575249,"38"
"8168603",0.348779695289305,2,31.95,44262,43360,64824,0.00223473295752491,"38"
"8168605",-1.30140030098094,2,29.95,44610,43090,64423,0.0314547329575249,"38"
"8168606",0.258810281337401,2,32.3,44633,43300,64735,0.0223247329575249,"38"
"8168613",-0.333541403801303,1,30.9,41525,41840,62554,-0.0549252670424751,"27"
"8168614",-0.0837997586297408,1,31.4,46824,43240,64645,0.127634732957525,"28"
"8168615",-1.06045992160889,1,29.4,44191,43280,64718,0.00246473295752491,"33"
"8168617",1.30520871068373,1,34,44243,43350,64811,0.00185473295752491,"34"
"8168632",-1.378080372542,1,28.3,43716,43290,64728,-0.0200952670424751,"33"
"8168635",-0.99234557533266,1,30.2,42446,42350,63313,-0.0353722670424751,"27"
"8168636",-0.127229126864474,1,32,42383,42300,63228,-0.0359192670424751,"27"
"8168638",2.10334944425317,5,34.64,43753,43200,64593,-0.0138252670424751,"27"
"8168639",-0.708518665506806,2,30.95,43967,43300,64738,-0.00876526704247509,"26"
"8168642",-2.17890707418887,1,27.2,41579,42010,62830,-0.0606452670424751,"27"
"8168644",-1.52672947203255,1,28.5,41028,41770,62490,-0.0755852670424751,"27"
"8168648",-0.329204054130439,2,31.25,41211,41490,62097,-0.0536052670424751,"26"
"8168649",1.77568634450478,1,35.9,44244,43280,64716,0.00488473295752491,"26"
"8168650",1.13471533943021,2,33.9,42551,42460,63454,-0.0354202670424751,"27"
"8168655",0.286372330963662,1,32.9,42820,42160,63037,-0.00820526704247509,"27"
"8168658",-0.431636957327423,1,31,41793,41930,62540,-0.0463782670424751,"22"
"8168660",0.429266042200068,1,32.8,43814,43240,64650,-0.0128852670424751,"22"
"8168661",-0.604347729798441,1,30.6,42893,42550,63597,-0.0237952670424751,"22"
"8168662",1.22614972635916,1,34.3,43999,42960,64251,0.00895473295752491,"22"
"8168665",-1.38779803951067,1,29.3,42678,42440,63454,-0.0287552670424751,"27"
"8168693",-0.113904193955061,1,32,44024,43330,64789,-0.00771526704247509,"28"
"8168698",-0.187749048488851,1,31.5,42129,42120,62990,-0.0395216670424751,"27"
"8168702",-1.36613198201207,3,29.7333333333333,42244,42280,63210,-0.0414412670424751,"27"
"8168709",-0.675931320533319,4,30.85,43739,43370,64845,-0.0227352670424751,"26"
"8168768",-0.738094469632868,1,30.2,42491,42240,63152,-0.0279652670424751,"27"
"8168769",-0.0491043245609035,2,31.35,42238,42220,63119,-0.0390567670424751,"27"
"8168771",-1.06245139317749,1,29.8,41351,41960,62725,-0.0694152670424751,"27"
"8168772",-0.690340902230034,1,30.5,41099,41740,62446,-0.0709052670424751,"27"
"8309128",-1.0008687141681,5,30.86,42198,42230,63159,-0.0414972670424751,"27"
"8309135",-0.691896399597103,1,30.3,42010,41920,62674,-0.0355352670424751,"27"
"8309141",-1.87338913515602,8,29.7375,43081,42730,63869,-0.0232952670424751,"27"
"8309143",-1.07236012973309,2,30.35,43787,43380,64850,-0.0207452670424751,"26"
"8309146",-1.09384381597569,3,30.3666666666667,44263,43330,64788,0.00355473295752491,"26"
"8309155",-1.67478125519042,2,29.55,44354,43070,64384,0.0203447329575249,"28"
"8309156",1.20917403237859,5,33.96,44075,43220,64597,0.000204732957524913,"28"
"8309158",0.163862202145202,5,32.18,44286,43260,64674,0.00791473295752491,"28"
"8309159",0.436400355334408,1,32.3,43127,42710,63841,-0.0199652670424751,"28"
"8309164",1.1514273604595,6,33.0166666666667,44832,43270,64692,0.0329547329575249,"38"
"8309165",1.08598715487874,3,33,44900,43180,64549,0.0407147329575249,"38"
"8309171",0.447299010276796,6,32.7333333333333,41791,42020,62814,-0.0508752670424751,"27"
"8309173",-0.0475998748620604,2,31.7,43930,43320,64767,-0.0114752670424751,"27"
"8309175",-1.8696216640517,10,30,44137,43360,64829,-0.00383526704247509,"26"
"8309182",-1.00488931661843,4,30.35,42461,42550,63611,-0.0440742670424751,"27"
"8309190",0.358683500079319,4,32.45,44202,43370,64840,-0.00115526704247509,"26"
"8309191",0.0344655253531708,3,31.8666666666667,44078,43370,64836,-0.00673526704247509,"26"
"8309195",-0.368896260468044,2,30.8,43681,43380,64862,-0.0259552670424751,"26"
"8309197",-0.508743050631905,1,30.2,42540,42440,63432,-0.0349532670424751,"27"
"8309218",0.505930446893378,3,32.1,43766,43340,64805,-0.0202252670424751,"63"
"8309231",-1.69043398960918,6,29.6,43860,43050,64353,-0.00164526704247509,"63"
"8309251",3.69094388978725,1,39.1,44023,43270,64681,-0.00468526704247509,"27"
"8309252",-0.25767485070146,5,31.62,42607,42250,63201,-0.0226452670424751,"27"
"8309254",1.33599652327427,2,34,43278,42650,63747,-0.0101752670424751,"27"
"8309260",1.3474821769031,1,34.5,43874,43280,64719,-0.0123752670424751,"27"
"8309263",-0.592834670516543,3,30.7,42291,42140,63011,-0.0325732670424751,"27"
"8309266",-0.442620027290048,1,31.4,43872,43250,64659,-0.0108452670424751,"27"
"8309267",-1.39297580675692,3,29.8666666666667,43351,42870,64095,-0.0171752670424751,"27"
"8309269",0.660415386350085,1,33.6,45358,43230,64627,0.0596647329575249,"27"
"8309272",-0.296162702084354,13,31.6461538461538,43915,43340,64790,-0.0128652670424751,"27"
"8309274",1.76620895887624,4,34.125,47029,43330,64777,0.132734732957525,"27"
"8309277",0.516237552730627,1,32.5,41639,42170,63054,-0.0651252670424751,"27"
"8309283",0.00549162448297169,5,31.7,44318,43360,64832,0.00466473295752491,"27"
"8309285",3.81105625498909,4,36.45,43777,42680,63800,0.0120447329575249,"27"
"8309287",2.34429183841918,3,34.8333333333333,44156,43260,64682,0.00174473295752491,"27"
"8309288",0.183943826210667,1,32.7,43996,43360,64827,-0.0102152670424751,"27"
"8309291",-0.36325860524586,2,31.4,43825,43070,64388,-0.00431526704247509,"20"
"8309298",0.450574040121213,1,33,43715,43360,64825,-0.0232852670424751,"26"
"8414501",-0.142744965698093,12,32.5583333333333,44161,43280,64714,0.00102473295752491,"20"
"8414527",0.174886037007964,2,31.4,43739,43120,64463,-0.0108852670424751,"23"
"8414806",1.67106786691645,9,34.1222222222222,44306,43350,64809,0.00480473295752491,"27"
"8537612",-0.29947665877877,10,31.99,44034,43360,64825,-0.00849526704247509,"26"
"8537699",-0.670643274907198,7,32.0857142857143,43726,43340,64805,-0.0220452670424751,"20"
"8537700",0.288762663110677,15,33.1533333333333,44025,43360,64831,-0.00904526704247509,"20"
"8537728",1.68326338039155,9,34.5,44376,43350,64810,0.00797473295752491,"27"
"8537761",0.453956306614497,1,32.4,45532,43150,64509,0.0715347329575249,"22"
"8537770",-0.740139228618215,3,30.9666666666667,47451,43250,64670,0.156134732957525,"33"
"8537774",0.776347362135189,4,32.975,45185,43280,64716,0.0488347329575249,"33"
"8573156",1.46050652224812,12,33.725,47652,43320,64767,0.162034732957525,"26"
"8573187",1.63245928293137,6,34.1,44040,43250,64665,-0.00312526704247509,"26"
"8573221",0.44320251798565,4,32.75,43726,43370,64844,-0.0233652670424751,"26"
"8573281",-0.434626984298956,1,30.6,44191,43180,64581,0.00719473295752491,"24"
"8573515",0.443590993143602,3,32.7333333333333,43807,43360,64831,-0.0190752670424751,"28"
"8573521",-1.36714985244915,2,29.25,43098,42740,63931,-0.0231852670424751,"23"
"8573567",0.594787865950418,5,33.24,44015,43320,64775,-0.00767526704247509,"20"
"8573572",-0.646431427212482,8,31.7375,44095,43350,64804,-0.00493526704247509,"26"
"8573603",2.77716491810509,6,35.7333333333333,44442,43350,64806,0.0112347329575249,"27"
"8573606",-0.187059874779523,6,32.15,44230,43170,64542,0.00966473295752491,"27"
"8573608",-2.58851478807053,7,29.1428571428571,44811,43280,64705,0.0317047329575249,"33"
"8573682",0.561413203861881,9,33,43994,43230,64654,-0.00435526704247509,"26"
"8573683",0.443194900005595,5,32.68,44214,43300,64738,0.00277473295752491,"29"
"8573752",0.213954981553011,3,32.3333333333333,44299,43340,64793,0.00503473295752491,"33"
"8573815",-0.926443955405371,3,30.8666666666667,44543,43280,64717,0.0190747329575249,"24"
"8573856",-1.19256626192186,5,30.9,44389,43360,64829,0.00800473295752491,"26"
"8573864",0.472582389231406,7,33.4285714285714,44149,43320,64768,-0.00116526704247509,"20"
"8573872",-0.602644282894836,2,30.9,43279,42790,63985,-0.0170152670424751,"28"
"8573874",-0.510389764501946,2,31.75,43132,42900,64144,-0.0291352670424751,"28"
"8573896",-0.290580612144646,5,32.02,44063,43350,64814,-0.00666526704247509,"27"
"8573915",0.727426372409378,2,32.2,43744,43180,64566,-0.0136452670424751,"23"
"8573966",0.356667792341532,4,32.825,48609,43280,64714,0.208634732957525,"27"
"8573989",2.92122997978186,6,35.6666666666667,44495,43260,64688,0.0175747329575249,"24"
"8598501",0.777359020364192,2,33.8,44799,43360,64824,0.0272047329575249,"28"
"8598568",-1.06898766108963,4,30.575,44144,43370,64845,-0.00399526704247509,"26"
"8598579",-0.362351114674306,1,31,44388,43330,64793,0.00921473295752491,"24"
"8598591",-0.473137570261816,1,30.9,44371,43280,64709,0.0112347329575249,"22"
"8598592",0.701866880974857,1,33.3,43657,42970,64269,-0.00779526704247509,"24"
"8598599",0.621989662605819,1,32.5,44162,43300,64733,0.000574732957524908,"21"
"8598602",1.98939139137354,2,35.9,43813,43330,64771,-0.0171752670424751,"28"
"8598614",-0.770701689171877,3,30.8333333333333,43500,43180,64552,-0.0247452670424751,"28"
"8598631",1.44259596609389,4,33.925,41345,41640,62232,-0.0543752670424751,"23"
"8598728",-0.209293770906481,4,32.075,41291,41410,61930,-0.0456042670424751,"26"
"8598790",-1.77620300426466,2,29.45,43804,42630,63766,0.0155747329575249,"24"
"8598887",0.372171619376841,3,32.4333333333333,43607,43230,64639,-0.0223152670424751,"26"
"8598907",0.494283957457711,2,32.8,44548,43370,64846,0.0148547329575249,"28"
"8651511",-1.75008036639384,5,29.68,41763,41860,62459,-0.0445362670424751,"24"
"8651512",1.57275073556889,2,34.6,42336,42300,63165,-0.0380202670424751,"24"
"8651514",-0.399065862392299,1,31,41791,42190,63104,-0.0589652670424751,"23"
"8651522",0.0373943079730453,1,32.6,43836,43320,64770,-0.0158052670424751,"28"
"8651534",-0.775306521627291,2,30.9,43639,43010,64310,-0.0105152670424751,"26"
"8651539",-0.638546627405428,4,31.25,45183,42970,64234,0.0643347329575249,"26"
"8651543",1.91369771260178,8,34.275,43979,43270,64688,-0.00689526704247509,"26"
"8651548",1.78928418462414,3,34.5666666666667,44391,43380,64859,0.00711473295752491,"26"
"8651576",1.90865807225933,8,34.4625,47875,43330,64781,0.172134732957525,"20"
"8651600",-0.176810843435093,1,31.4,42817,43050,64384,-0.0508352670424751,"24"
"8651621",-1.26761725468564,6,31.3333333333333,44109,43370,64847,-0.00556526704247509,"20"
"8651658",0.948762227394836,1,34.4,44204,43360,64833,-0.000735267042475091,"28"
"8651664",-0.425228562566167,2,30.2,44123,43120,64479,0.00717473295752491,"23"
"8651665",-0.495236731702039,1,31.6,44005,43330,64777,-0.00830526704247509,"28"
"8651695",-0.51152800650364,2,31.35,44587,43350,64817,0.0176447329575249,"27"
"8651701",-0.717201680717118,4,31.425,40919,41720,62214,-0.0790152670424751,"27"
"8651717",0.540544694971126,1,33.5,44196,43340,64800,-6.52670424750867e-05,"35"
"8651728",-0.197105170943802,5,32.6,43708,43370,64841,-0.0240452670424751,"20"
"8651730",0.396858291735875,9,33.0666666666667,43621,43300,64740,-0.0250752670424751,"20"
"8651743",-0.424913064188674,1,31.1,43847,43350,64809,-0.0166252670424751,"27"
"8651754",-0.965723408104315,3,30.7,44329,43320,64773,0.00698473295752491,"27"
"8651761",-0.366743130841969,1,31.4,48462,43280,64707,0.202034732957525,"28"
"8651765",0.960934467901568,1,33.7,44468,43300,64745,0.0144447329575249,"33"
"8651772",-0.117424570044687,3,31.4333333333333,44329,43240,64652,0.0110247329575249,"24"
"8651778",-1.4585311304366,1,28.2,44340,43310,64751,0.00824473295752491,"23"
"8651783",-1.33131240554922,1,28.4,43925,43160,64527,-0.00400526704247509,"24"
"8651784",-0.430934786520869,1,30.4,49485,43220,64619,0.253034732957525,"24"
"8651786",0.0921713423825209,1,32.3,44507,43240,64654,0.0191447329575249,"24"
"8651790",-0.69333363198592,2,30.1,44470,43330,64788,0.0132347329575249,"23"
"8651795",1.33219568768227,1,33.6,44574,43330,64786,0.0180447329575249,"23"
"8651799",2.58850542817196,1,36.7,44177,43160,64541,0.00752473295752491,"23"
"8651804",0.94338428393032,5,33.3,44098,43360,64832,-0.00569526704247509,"26"
"8651860",-0.200618996381807,1,31,44462,43300,64732,0.0144147329575249,"27"
"8651869",0.0313120883668809,3,32.1,44019,43320,64772,-0.00745526704247509,"27"
"8651870",2.58123222870845,5,35.12,46292,43210,64609,0.103934732957525,"27"
"8651875",0.598916151253822,1,33.4,47366,43320,64774,0.148634732957525,"27"
"8651876",0.435920661069791,2,32.5,43895,43160,64522,-0.00533526704247509,"27"
"8651878",-0.871752563579101,6,31.1166666666667,44356,43370,64838,0.00615473295752491,"26"
"8651882",0.847831407829318,3,33.3666666666667,44100,43370,64836,-0.00565526704247509,"26"
"8651883",-0.806773782231745,2,30.65,44273,43270,64697,0.00688473295752491,"26"
"8651884",2.30502554347104,3,35.6,43877,43380,64851,-0.0165552670424751,"20"
"8651899",-1.69258474614662,2,29.8,44121,43360,64818,-0.00421526704247509,"27"
"8651903",0.789195178236658,1,33.4,45199,43300,64730,0.0489247329575249,"23"
"8651907",-1.37147514065929,1,27.9,44592,43260,64672,0.0223547329575249,"23"
"8651911",-0.0285136473108833,1,31.4,45079,43190,64581,0.0486147329575249,"33"
"8651929",0.354241253093325,2,32.75,43842,43220,64629,-0.0110252670424751,"33"
"8651942",1.24396667161108,4,33.275,44107,43300,64743,-0.00235526704247509,"33"
"8651948",-0.314846317312815,1,30.8,43918,43370,64843,-0.0144452670424751,"27"
"8651952",2.91276321736857,2,36.65,44144,43350,64817,-0.00301526704247509,"27"
"8651975",-0.808818690672223,3,30.9,45809,43330,64788,0.0755347329575249,"27"
"8651979",0.894204277743069,5,33.3,44423,43330,64788,0.0108747329575249,"27"
"8651997",-0.365788582383094,1,31.6,43670,43220,64610,-0.0186652670424751,"27"
"8651998",-2.28579826199953,5,29.22,44076,43380,64857,-0.00755526704247509,"27"
"8668476",-3.03986787102448,5,28.22,40984,41750,62338,-0.0772552670424751,"27"
"8668482",1.18828988279382,3,33.3,48149,43350,64810,0.183834732957525,"26"
"8668490",-0.309759348424661,1,30.7,43855,43360,64831,-0.0169452670424751,"27"
"8681001",1.10423377970289,3,33.8,44107,43370,64847,-0.00572526704247509,"26"
"8681002",-0.0944187196448945,1,32.1,44077,43380,64858,-0.00743526704247509,"26"
"8681003",-0.648837360803128,1,30.7,44087,43370,64834,-0.00629526704247509,"26"
"8681005",-0.836481237621414,2,30.9,44882,43360,64831,0.0309947329575249,"26"
"8681008",-0.131414887193916,9,32.6777777777778,43997,43360,64834,-0.0103252670424751,"20"
"8681009",2.85476184672695,7,35.7714285714286,45267,43360,64827,0.0489447329575249,"20"
"8681012",-1.04355162584702,2,30.2,43981,43340,64791,-0.00979526704247509,"27"
"8681017",2.2749090672669,7,34.6857142857143,44089,43370,64849,-0.00650526704247509,"26"
"8681020",0.688646656809238,2,33.15,44522,43370,64837,0.0139847329575249,"30"
"8681024",0.569217116821876,1,33.2,43830,43360,64823,-0.0179252670424751,"27"
"8681025",1.84751273511,1,36.3,43958,43340,64795,-0.0111152670424751,"27"
"8681028",-3.17243050785135,4,28.1,44257,43390,64879,0.000294732957524912,"27"
"8681029",-0.655583382787201,1,30.9,44106,43280,64698,-0.00109526704247509,"27"
"8681032",-1.33773578427695,1,29.6,43985,43380,64853,-0.0115852670424751,"27"
"8681033",-0.525396966314022,1,31.3,43738,43300,64739,-0.0196352670424751,"27"
"8681034",0.133082288069624,3,32.3333333333333,44063,43300,64729,-0.00408526704247509,"27"
"8681037",0.522114294699775,4,32.925,43931,43280,64712,-0.00966526704247509,"27"
"8681038",-2.91034392621432,5,28.78,45676,43310,64744,0.0706347329575249,"27"
"8681040",0.101932484416993,2,32.05,44332,43350,64808,0.00607473295752491,"26"
"8681041",-1.99464177401383,1,27.7,46574,43340,64801,0.110834732957525,"27"
"8681042",-0.243183838761709,1,32,44233,43350,64812,0.00132473295752491,"27"
"8681044",-1.37088801746172,2,30.05,46824,43340,64804,0.122334732957525,"27"
"8681052",-0.485190255181871,6,31.35,43950,43380,64859,-0.0133752670424751,"26"
"8681053",0.425384704244499,1,33.3,44430,43380,64859,0.00903473295752491,"26"
"8681054",0.368031437104214,7,32.5428571428571,44393,43380,64857,0.00731473295752491,"26"
"8681055",1.34620105054216,1,35.4,44125,43320,64779,-0.00255526704247509,"28"
"8681056",1.27895842354596,1,35.3,44140,42940,64202,0.0163547329575249,"28"
"8681057",0.573042225192883,1,33.7,44379,43310,64759,0.00981473295752491,"28"
"8681058",-0.478243042009387,2,31.45,44460,43350,64819,0.0116347329575249,"29"
"8681059",1.67254581438648,6,33.9166666666667,47301,43250,64665,0.149134732957525,"28"
"8681060",1.15462801475171,1,35,44133,43310,64746,-0.00135526704247509,"28"
"8681062",-0.745360053882865,1,30.9,44435,43240,64654,0.0158447329575249,"35"
"8681063",0.341562459314948,1,33.2,43819,43270,64701,-0.0144152670424751,"35"
"8681065",-0.162534484655427,1,32.2,43943,43320,64770,-0.0108452670424751,"35"
"8681066",-0.639739422523316,1,31.2,44010,43270,64685,-0.00508526704247509,"35"
"8681067",-0.712161976874172,4,31.575,44111,43320,64762,-0.00281526704247509,"35"
"8681068",-0.0230925436580068,1,32.4,44345,43300,64744,0.00877473295752491,"35"
"8681069",-2.72016931850425,1,26.9,42849,42550,63545,-0.0257652670424751,"35"
"8681070",0.779372778914504,2,33.4,44382,43340,64790,0.00886473295752491,"35"
"8681071",-0.994678781759765,1,30.4,43969,43270,64692,-0.00714526704247509,"35"
"8681073",0.282991034700237,2,31.9,44109,43360,64829,-0.00498526704247509,"27"
"8681074",-0.389874945156521,1,31.2,43713,43160,64519,-0.0138852670424751,"27"
"8681075",-1.11090113980131,2,30.6,44334,43320,64764,0.00739473295752491,"27"
"8681076",-1.79477237449536,1,28.7,44302,43280,64708,0.00785473295752491,"27"
"8681077",0.37733663919127,2,32.85,44000,43360,64825,-0.0100552670424751,"27"
"8681081",0.287045564520404,2,32.3,44044,43370,64839,-0.00838526704247509,"27"
"8681095",-0.496260900157982,5,31.78,43831,43370,64839,-0.0182452670424751,"27"
"8681097",2.51012557543969,2,35.85,44681,43330,64791,0.0228747329575249,"29"
"8681098",1.04405481706561,1,34.4,44094,43340,64795,-0.00469526704247509,"28"
"8681132",0.228540274444864,2,32.8,44115,43340,64803,-0.00387526704247509,"27"
"8681135",-0.732386280169341,2,31.15,45166,43340,64803,0.0451347329575249,"22"
"8681138",-0.427326709941267,2,31.15,44367,43330,64779,0.00858473295752491,"22"
"8681169",-0.620370872892126,3,30.9666666666667,44567,43370,64847,0.0157847329575249,"26"
"8681175",-1.67733711537636,1,28.4,44569,43320,64769,0.0182547329575249,"26"
"8681181",0.511282047748548,1,33.4,44665,43310,64749,0.0234547329575249,"27"
"8681183",0.902457202588636,3,33.2666666666667,46706,43350,64805,0.116734732957525,"26"
"8681184",-0.792984010910116,9,31.0333333333333,45799,43360,64822,0.0737347329575249,"26"
"8681190",-0.628894038727159,1,30.9,46762,43360,64823,0.118734732957525,"26"
"8681200",2.08041311739677,3,34.8,44801,43360,64826,0.0272547329575249,"26"
"8681201",-0.0878999072392086,1,31.7,45003,43330,64777,0.0382447329575249,"35"
"8681213",-0.462189583149994,1,31.2,44073,43230,64632,-0.000255267042475089,"35"
"8681218",-0.375800949650842,1,31.2,43902,43350,64813,-0.0140552670424751,"35"
"8681236",-0.393786262235094,1,30.8,44279,43310,64761,0.00513473295752491,"24"
"8681237",-0.19672264748002,2,31.1,44420,43230,64634,0.0158247329575249,"24"
"8681240",2.10641158671919,1,36.1,44122,43240,64635,0.00139473295752491,"24"
"8681247",0.309663895601497,1,31.8,45651,43220,64618,0.0738347329575249,"24"
"8681248",-0.316812777093943,2,30.8,44255,42940,64219,0.0220347329575249,"24"
"8681249",-0.562780700380127,1,30.2,44548,43330,64782,0.0168447329575249,"24"
"8681251",-1.1571657436815,4,30.4,44358,43380,64861,0.00551473295752491,"26"
"8681254",-0.270433103339737,2,32,44416,43390,64864,0.00813473295752491,"26"
"8681258",1.24232033731542,7,33.5428571428571,45594,43370,64847,0.0636347329575249,"26"
"8681259",-1.60886745835237,7,30.6714285714286,44034,43360,64824,-0.00833526704247509,"20"
"8681260",-0.0429337416596447,10,32.68,44374,43370,64848,0.00670473295752491,"20"
"8681261",1.09386409544228,5,34.12,44219,43380,64854,-0.000765267042475086,"20"
"8681268",-1.61618306288627,1,28.7,44098,43310,64751,-0.00315526704247509,"27"
"8681283",-0.373748465394989,1,30.9,44445,43320,64766,0.0125147329575249,"33"
"8681287",1.53369959184472,1,35,44339,43280,64716,0.00951473295752491,"33"
"8681290",1.44933769746697,1,34.7,44221,43240,64644,0.00613473295752491,"33"
"8681291",-0.131145836978167,1,31.5,43705,43280,64708,-0.0200152670424751,"33"
"8681292",-0.0743568358526843,1,31.5,43467,43220,64620,-0.0283352670424751,"33"
"8681308",-0.146541532885095,1,32.3,41025,42000,62629,-0.0870052670424751,"26"
"8681309",-0.224467837736718,6,31.95,44442,43350,64812,0.0109547329575249,"26"
"8681317",0.272213982285503,7,32.5857142857143,44044,43360,64822,-0.00790526704247509,"27"
"8681324",-0.829786635898706,1,30.4,43946,43290,64721,-0.00914526704247509,"33"
"8681331",0.382491714649934,2,32,43796,43190,64561,-0.0112852670424751,"33"
"8681335",0.4880079446595,1,32.4,49106,43180,64569,0.237034732957525,"33"
"8681336",1.4660707089997,2,33.9,47727,43200,64594,0.171634732957525,"33"
"8681355",-0.192849791428472,1,31.6,44084,43370,64831,-0.00637526704247509,"27"
"8681356",-1.41298406031427,1,28.6,44241,43320,64769,0.00293473295752491,"27"
"8681361",2.25874046143323,3,35.1666666666667,42815,42430,63466,-0.0217752670424751,"26"
"8681370",1.42197578809125,1,35.4,44028,43350,64811,-0.00837526704247509,"27"
"8681371",-2.5777854160964,1,26.7,44310,43330,64789,0.00562473295752491,"27"
"8681374",-1.12105498399649,6,30.7166666666667,46641,43350,64817,0.113334732957525,"26"
"8681384",1.25235586823556,1,33.9,44502,43300,64736,0.0163047329575249,"24"
"8681385",-2.02042960355965,1,27.4,44667,43240,64647,0.0268447329575249,"24"
"8681393",0.791277898518651,2,32.95,44211,43230,64622,0.00617473295752491,"33"
"8681396",-2.46438949743636,3,28.5333333333333,44082,43330,64784,-0.00501526704247509,"33"
"8681397",-1.0515644476536,3,30.8,44429,43370,64843,0.00945473295752491,"27"
"8681403",2.26179691919535,5,35.14,43996,43370,64835,-0.0104952670424751,"27"
"8681409",4.93333652436437,1,42.3,44686,43350,64811,0.0223647329575249,"27"
"8681414",-0.676927442478201,2,31.05,46867,43320,64765,0.125534732957525,"27"
"8681415",0.417257197524759,3,32.5333333333333,48277,43280,64713,0.193134732957525,"27"
"8681419",1.54571321855879,12,34.5916666666667,44073,43360,64820,-0.00652526704247509,"20"
"8681420",1.5167812905007,11,34.3272727272727,46200,43330,64793,0.0937347329575249,"20"
"8681422",0.568414101611025,3,33.3,46185,43310,64747,0.0943347329575249,"20"
"8681423",0.505184858577289,7,32.9714285714286,46269,43120,64476,0.107534732957525,"20"
"8681436",-0.227427825270321,1,31.3,43972,43320,64762,-0.00935526704247509,"28"
"8681454",-2.48966783735068,2,28.15,43765,42960,64193,-0.00188526704247509,"27"
"8681462",-1.09712632285991,3,30.7333333333333,43699,43330,64775,-0.0225852670424751,"27"
"8681464",-0.340756340668914,3,31.2,48316,43200,64589,0.199334732957525,"27"
"8681466",-0.196762045976118,1,31.6,43779,43200,64585,-0.0126252670424751,"27"
"8681469",-0.00122041917253287,1,32,44026,43330,64784,-0.00748526704247509,"27"
"8681472",-0.168856459274583,1,31.1,43158,43270,64694,-0.0451482670424751,"24"
"8681473",-0.993876367374128,1,29.3,44434,43170,64536,0.0194547329575249,"24"
"8681476",0.825606556155328,2,33.05,44361,43350,64809,0.00726473295752491,"22"
"8681477",0.228593689137543,1,31.8,45265,43290,64726,0.0521147329575249,"24"
"8681479",0.970744400989641,1,33.8,44050,42950,64214,0.0120547329575249,"24"
"8681485",-0.701420314111156,1,29.4,44066,43240,64634,-0.00110526704247509,"23"
"8681486",1.0488393660525,1,34.1,44197,43360,64826,-0.000865267042475089,"23"
"8681496",-0.517815651388793,1,29.7,44278,43350,64807,0.00350473295752491,"23"
"8681500",0.617541444644106,2,32.15,44741,43350,64804,0.0251247329575249,"23"
"8730413",0.377643385779849,1,32.1,44184,43360,64822,-0.00136526704247509,"26"
"8730417",-2.4565118526853,4,28.9,43521,42680,63814,-1.52670424750923e-05,"26"
"8730418",-0.356822949256676,2,31.75,44144,43380,64860,-0.00442526704247509,"27"
"8730421",-0.257131290482283,1,30.7,44249,43360,64820,0.00164473295752491,"26"
"8730436",-0.998678724818671,1,30,44009,43290,64724,-0.00646526704247509,"27"
"8730437",2.24119292590296,5,34.62,44388,43100,64433,0.0206747329575249,"27"
"8730439",-0.615389332511263,3,31.3333333333333,44384,43330,64790,0.00908473295752491,"27"
"8730442",-0.801578455803306,1,30.4,44227,43350,64809,0.00116473295752491,"27"
"8730443",-1.0981081454347,1,29.8,43758,43340,64796,-0.0204352670424751,"27"
"8730444",1.32032628566065,1,34.8,44075,43270,64687,-0.00216526704247509,"22"
"8730445",0.944003293005398,1,33.9,44743,43250,64671,0.0296747329575249,"22"
"8730447",-0.0740670030072792,1,32,42587,42550,63635,-0.0382742670424751,"22"
"8730448",2.07568443702208,1,35.7,44951,43340,64797,0.0352347329575249,"22"
"8730451",5.06371857934604,1,42.6,43931,43360,64826,-0.0132352670424751,"22"
"8730453",-0.751719680170957,1,30.5,44217,43280,64706,0.00400473295752491,"27"
"8730454",-2.20677127838003,1,27.4,45269,43300,64741,0.0519047329575249,"27"
"8730458",-0.200143856014254,1,31.6,44268,43340,64799,0.00333473295752491,"35"
"8730459",-0.428766139708403,1,31.1,43828,43260,64663,-0.0131752670424751,"34"
"8730460",0.209671461037776,1,32.2,44257,43310,64743,0.00451473295752491,"34"
"8730461",0.851100288548504,1,33.6,44286,43360,64822,0.00338473295752491,"34"
"8730462",-0.819393479628248,1,30.2,43119,43230,64631,-0.0449582670424751,"34"
"8730465",0.104878281909953,1,31.7,43910,43300,64731,-0.0112352670424751,"23"
"8730486",-2.6863874382887,5,28.36,44456,43330,64784,0.0124947329575249,"27"
"8730493",-1.81298553784848,3,29.6666666666667,44455,43380,64851,0.0103447329575249,"26"
"8730496",-0.102443333713983,1,31.7,44446,43370,64836,0.0103247329575249,"27"
"8730497",2.64647211928305,1,37.7,44265,43130,64473,0.0133947329575249,"26"
