"ringnr","y_adjusted","n_obs","y_mean","O_HOM","E_HOM","N_SITES","F_hat","locality"
"8N13097",0.148361010777588,3,31.1,42542,42930,64195,-0.0581252670424751,"67"
"8N13098",0.780191748512822,1,32.5,43453,43310,64760,-0.0333232670424751,"67"
"8N13100",-0.18403085319494,2,30.65,43613,43330,64782,-0.0268552670424751,"67"
"8N13105",-0.565721919444523,1,29.6,43838,43290,64720,-0.0142152670424751,"67"
"8N13113",0.655433594263984,1,32.3,42201,41990,62782,-0.0294852670424751,"67"
"8N13114",1.38469110929108,3,32.6666666666667,43154,43330,64780,-0.0479252670424751,"67"
"8N13116",1.54036085083157,1,34,43504,43280,64709,-0.0293652670424751,"67"
"8N13119",-0.685250861122756,4,29.875,43361,43210,64607,-0.0326612670424751,"67"
"8N13132",-1.69832148134984,3,28.6333333333333,43474,43350,64821,-0.0341972670424751,"67"
"8N13135",0.177146773289612,1,31.2,42996,43350,64815,-0.0564352670424751,"67"
"8N13139",0.283855492132921,1,31.4,43303,43300,64734,-0.0395865670424751,"67"
"8N13141",0.0150250827392837,1,30.9,43570,43290,64721,-0.0267252670424751,"67"
"8N13149",-1.52204108239411,1,27.7,43693,43360,64826,-0.0242852670424751,"67"
"8N13216",-1.48293298246833,1,29,44144,43330,64778,-0.00185526704247509,"35"
"8N13286",0.163335357288488,1,32,43895,43330,64770,-0.0132952670424751,"35"
"8N13333",-0.760330193048495,1,30.2,43870,43310,64749,-0.0136952670424751,"24"
"8N13345",-0.408372898138706,1,29.5,44319,43310,64750,0.00721473295752491,"23"
"8N13347",-0.876006134521473,4,29.8,43695,43340,64794,-0.0232352670424751,"23"
"8N13355",-0.0805839985397141,1,31.1,44043,43330,64774,-0.00646526704247509,"23"
"8N13357",-0.604816674483164,1,30,44417,43350,64813,0.00973473295752491,"23"
"8N13360",-1.6117345418961,2,29.3,43973,43360,64825,-0.0112952670424751,"22"
"8N13368",-0.719063150968704,1,29.4,42626,43010,64309,-0.0577452670424751,"23"
"8N13373",-1.49345007701038,1,27.8,43966,43270,64701,-0.00760526704247509,"23"
"8N13401",-0.180852447288673,2,30.7,43647,43290,64715,-0.0229952670424751,"23"
"8N13408",-1.21300901369128,3,29.4,43592,43330,64779,-0.0275452670424751,"23"
"8N13418",-0.517041383072167,1,29.7,43598,43320,64770,-0.0270252670424751,"23"
"8N13419",1.02054603497946,2,32.3,44412,43310,64744,0.0117547329575249,"23"
"8N13423",-2.13739511993059,2,28.25,44320,43300,64737,0.00769473295752491,"35"
"8N13425",-1.20847805480837,1,29,43825,43220,64618,-0.0115852670424751,"35"
"8N13426",-1.95694661974438,2,27.8,46017,43290,64719,0.0874347329575249,"23"
"8N13437",-0.404374151914991,1,30,43812,43300,64734,-0.0158852670424751,"23"
"8N13440",-0.478496765833601,2,30.2,43084,43090,64415,-0.0399617870424751,"23"
"8N13455",1.33675084713819,2,32.8,43838,43330,64790,-0.0163752670424751,"60"
"8N13479",1.45130786390178,1,34.2,44610,43350,64814,0.0187347329575249,"34"
"8N13490",0.929744371471278,1,33.6,43636,43250,64665,-0.0220452670424751,"34"
"8N13496",-0.097397934067222,1,31.4,43665,43340,64802,-0.0249352670424751,"24"
"8N13524",-0.483297394802601,1,29.9,44032,43320,64770,-0.00688526704247509,"23"
"8N13526",0.728629350900851,1,32.3,43862,43360,64830,-0.0165452670424751,"23"
"8N13558",-0.224574936096992,1,29.5,48075,43170,64538,0.189734732957525,"23"
"8N13567",0.0780109935159356,1,30.4,43812,43350,64807,-0.0181752670424751,"23"
"8N13587",-1.03764656443436,2,29.4,44314,43200,64581,0.0121947329575249,"23"
"8N13590",-0.67899532307413,1,29.5,43740,43340,64789,-0.0210252670424751,"23"
"8N13601",-0.108635386938556,3,30.7,43749,43310,64751,-0.0193352670424751,"67"
"8N13602",0.186302700852559,1,31.2,43274,43320,64762,-0.0418082670424751,"67"
"8N13603",-0.149786037134788,2,30.7,42796,42480,63517,-0.0247552670424751,"67"
"8N13604",0.712970944737024,3,31.8333333333333,43507,43330,64782,-0.0316232670424751,"67"
"8N13605",1.11016030767807,1,33.1,43612,43300,64740,-0.0253252670424751,"67"
"8N13606",1.12066382169304,1,33.2,43430,43160,64526,-0.0270852670424751,"67"
"8N13607",0.173695300899622,3,31.1,43474,43300,64735,-0.0316612670424751,"67"
"8N13608",-1.02285551463057,3,29.5333333333333,43729,43300,64740,-0.0199152670424751,"67"
"8N13609",-0.612074170075282,1,29.6,43479,43270,64685,-0.0299932670424751,"67"
"8N13610",0.015406918783135,1,30.9,43247,42950,64223,-0.0261152670424751,"67"
"8N13611",-0.263389492148654,1,30.3,43943,43320,64762,-0.0106352670424751,"67"
"8N13612",0.75643428330091,1,32.4,44207,43240,64639,0.00553473295752491,"67"
"8N13613",0.359798758039725,1,31.6,43867,43300,64745,-0.0136152670424751,"67"
"8N13615",-0.391769678136672,1,30,43223,43300,64748,-0.0435652670424751,"67"
"8N13616",0.906879072622445,3,32.1666666666667,43629,43350,64811,-0.0268352670424751,"67"
"8N13617",-0.0496749545961011,3,30.8,43462,43350,64812,-0.0345572670424751,"67"
"8N13618",-1.76616202110277,1,27.2,43285,43080,64406,-0.0302212670424751,"67"
"8N13619",-1.52904370505403,1,27.7,43369,43270,64699,-0.0354722670424751,"67"
"8N13620",0.165348023741254,3,31.1,42990,43000,64310,-0.0403807670424751,"67"
"8N13621",-0.785893322424174,2,29.6,43257,43260,64680,-0.0400277670424751,"67"
"8N13622",0.240069246932435,2,31.25,43234,43330,64782,-0.0443582670424751,"67"
"8N13623",0.689021460016642,2,31.95,43071,43310,64749,-0.0510052670424751,"67"
"8N13624",-0.00321405394764766,1,30.8,43316,43260,64678,-0.0373232670424751,"67"
"8N13625",0.167915544739895,2,31.2,43501,43350,64821,-0.0330262670424751,"67"
"8N13626",-1.04218833064837,1,28.7,43494,43190,64580,-0.0258152670424751,"67"
"8N13627",-0.389914893904652,1,30,43279,43290,64726,-0.0406021670424751,"67"
"8N13628",-0.754334267987871,1,29.3,43608,43330,64779,-0.0268252670424751,"67"
"8N13629",0.224734017032229,2,31.3,43280,43340,64800,-0.0426312670424751,"67"
"8N13630",1.29459739117362,1,33.5,43352,43310,64754,-0.0379252670424751,"67"
"8N13631",0.23198193670657,1,31.3,43217,43340,64801,-0.0456452670424751,"67"
"8N13632",0.235094589020749,1,31.3,43168,43190,64561,-0.0406726670424751,"67"
"8N13633",-0.575863109192748,1,29.6,43535,43330,64786,-0.0304162670424751,"67"
"8N13634",0.287276555297601,1,31.4,43338,43220,64603,-0.0341212670424751,"67"
"8N13635",0.724247489681073,1,32.3,43573,43300,64746,-0.0273452670424751,"67"
"8N13636",0.998624617875843,1,32.9,43109,43320,64769,-0.0498852670424751,"67"
"8N13637",0.354715956931424,1,31.6,43696,43310,64749,-0.0217352670424751,"67"
"8N13640",0.0906100770664788,1,31,43305,43330,64784,-0.0410582670424751,"67"
"8N13641",0.290088385985156,3,31.3333333333333,43290,43100,64432,-0.0310332670424751,"67"
"8N13642",-1.76127577166295,1,27.2,43635,43260,64683,-0.0224152670424751,"67"
"8N13643",-0.824034522785854,5,29.86,41574,42510,63559,-0.0841252670424751,"67"
"8N13644",0.807719381647462,3,31.9666666666667,43341,43240,64648,-0.0350652670424751,"67"
"8N13645",0.421727793133088,1,31.7,43143,43360,64821,-0.0497642670424751,"67"
"8N13646",-0.267689842347426,1,30.3,43651,43170,64550,-0.0175052670424751,"67"
"8N13647",-1.20568716905466,1,28.3,43376,43340,64794,-0.0380372670424751,"67"
"8N13648",0.213289576926686,2,31.2,43331,43280,64714,-0.0376282670424751,"67"
"8N13649",-0.37055597607207,1,30.1,43487,43240,64644,-0.0282152670424751,"67"
"8N13650",-1.38270964231476,7,29.1428571428571,43006,43330,64792,-0.0550652670424751,"67"
"8N13651",1.39569891245811,3,32.8333333333333,43580,43330,64784,-0.0282952670424751,"67"
"8N13652",-0.944104536882769,1,28.9,43688,43320,64771,-0.0227452670424751,"67"
"8N13653",-0.0557513155334965,1,30.7,43241,43340,64798,-0.0444422670424751,"67"
"8N13654",1.0358534720025,3,32.2,44701,43330,64786,0.0240147329575249,"67"
"8N13655",-0.165375942961154,1,30.6,43733,43330,64782,-0.0211752670424751,"63"
"8N13656",-0.976300089679655,1,28.9,43875,43250,64673,-0.0108652670424751,"63"
"8N13657",0.406538860350447,1,31.8,43498,43270,64697,-0.0292552670424751,"63"
"8N13658",-0.0339961874215595,1,30.8,43682,43320,64774,-0.0231852670424751,"63"
"8N13659",0.0087443040660041,1,30.9,44746,43320,64774,0.0265547329575249,"63"
"8N13660",-0.90616909117224,1,29,43346,43220,64624,-0.0339112670424751,"63"
"8N13661",0.834004062118789,1,32.6,43795,43350,64813,-0.0191252670424751,"63"
"8N13663",2.17307107863194,1,35.4,43432,43230,64637,-0.0306312670424751,"63"
"8N13664",-0.814998407682511,1,29.2,43182,43230,64626,-0.0418852670424751,"63"
"8N13665",0.568709517087278,1,32.1,44175,43330,64784,-0.000615267042475089,"63"
"8N13666",-0.896181261802283,1,29,43807,43340,64789,-0.0179552670424751,"63"
"8N13667",1.74527798043688,1,34.5,43729,43360,64832,-0.0227452670424751,"63"
"8N13668",0.679287593970798,1,32.2,45057,43320,64771,0.0409547329575249,"63"
"8N13669",1.44879129338173,1,33.9,43445,43350,64816,-0.0355262670424751,"63"
"8N13670",0.675255532679869,1,32.3,43310,43360,64831,-0.0422982670424751,"63"
"8N13671",1.85230049339295,1,34.7,43941,43200,64590,-0.00539526704247509,"63"
"8N13672",0.781428616928551,1,32.5,43518,43230,64631,-0.0263052670424751,"63"
"8N13673",-0.0760311869139012,1,30.8,43446,43280,64705,-0.0320662670424751,"63"
"8N13674",0.687951894118253,1,32.3,43610,43230,64623,-0.0220152670424751,"63"
"8N13675",0.123329426288912,1,31.2,43660,43250,64664,-0.0208252670424751,"63"
"8N13676",1.17537877066823,1,33.3,43924,43310,64756,-0.0114452670424751,"63"
"8N13677",-0.777947899209043,1,29.3,44147,43320,64768,-0.00123526704247509,"63"
"8N13678",0.592200736163303,1,32.2,43277,43280,64703,-0.0398986070424751,"63"
"8N13679",0.310508217771447,1,31.6,43524,43290,64728,-0.0290452670424751,"63"
"8N13680",-1.41787433925407,1,28,43651,43330,64782,-0.0249952670424751,"63"
"8N13681",0.691459215921707,1,31.8,43776,43230,64642,-0.0145552670424751,"63"
"8N13682",0.111688605478434,1,30.6,43778,43330,64778,-0.0190252670424751,"63"
"8N13683",-0.212440885024989,1,29.9,44190,43320,64765,0.000844732957524914,"63"
"8N13684",0.870486746809133,1,32.2,43401,43310,64756,-0.0357972670424751,"63"
"8N13685",-0.43572446531611,1,29.5,43139,43330,64774,-0.0486142670424751,"63"
"8N13686",0.116007734499034,1,30.6,43911,43320,64759,-0.0121252670424751,"63"
"8N13687",-0.00346012964363778,1,30.4,43115,43320,64763,-0.0493572670424751,"63"
"8N13688",0.774360958199534,1,32,43319,43230,64638,-0.0357392670424751,"63"
"8N13689",0.656160179819322,1,31.8,43893,43310,64752,-0.0126752670424751,"63"
"8N13690",-1.01685514717076,1,28.3,44242,43320,64772,0.00301473295752491,"63"
"8N13691",-0.13096382936323,1,30.1,43679,43310,64749,-0.0226152670424751,"63"
"8N13692",-1.91384464168449,1,26.4,44729,43240,64656,0.0294547329575249,"63"
"8N13693",-0.896091685571655,1,28.5,43831,43320,64765,-0.0159552670424751,"63"
"8N13694",0.290778920226839,1,31,43322,43330,64779,-0.0401669670424751,"63"
"8N13695",0.149795594410384,1,30.7,43413,43310,64752,-0.0349592670424751,"63"
"8N13696",-0.770067119273804,1,28.6,47737,43310,64746,0.166834732957525,"63"
"8N13697",-2.07807470921521,1,26.1,44086,43280,64719,-0.00247526704247509,"63"
"8N13698",0.185928551451715,1,30.7,44424,43090,64416,0.0227647329575249,"63"
"8N13699",-1.94394083346862,1,26.4,43753,43300,64732,-0.0186252670424751,"63"
"8N13700",-1.82858052362061,1,26.6,44194,43090,64412,0.0120447329575249,"63"
"8N13706",-0.0638277855026615,2,31.8,44426,43340,64804,0.0105147329575249,"28"
"8N13717",-0.0494852177279991,1,31.5,44487,43250,64661,0.0178947329575249,"34"
"8N13745",-0.116075179797933,1,31,43728,43320,64765,-0.0208352670424751,"24"
"8N13848",1.09670394103999,1,32.5,44025,43290,64725,-0.00566526704247509,"68"
"8N13849",0.276747181021887,1,30.8,43842,43200,64587,-0.00978526704247509,"68"
"8N13850",0.178594531576245,1,30.6,43885,43310,64749,-0.0129652670424751,"68"
"8N13851",-0.0169909124782724,1,30.2,43760,43300,64726,-0.0181752670424751,"68"
"8N13852",-0.39067882445934,1,29.5,43708,43270,64687,-0.0192052670424751,"68"
"8N13853",0.219264203727085,1,30.7,43640,43320,64762,-0.0248052670424751,"68"
"8N13854",0.988930275210775,1,32.3,43651,43320,64762,-0.0242152670424751,"68"
"8N13855",-0.0848022417788581,1,30.1,43057,43270,64688,-0.0496952670424751,"68"
"8N13856",-0.390249655547216,2,29.85,43610,43320,64769,-0.0264752670424751,"68"
"8N13857",0.0243923549020574,1,30.3,43438,43200,64602,-0.0288752670424751,"68"
"8N13859",0.459654935465292,1,31.3,43250,43330,64778,-0.0433682670424751,"68"
"8N13860",-0.462932239665025,1,29.3,43227,43210,64608,-0.0392818670424751,"68"
"8N13861",0.715066327818106,1,31.8,43702,43260,64686,-0.0193952670424751,"68"
"8N13862",-0.777392872187697,1,28.7,43599,43230,64625,-0.0225052670424751,"68"
"8N13863",-1.27577958812307,1,27.6,43473,43310,64745,-0.0320442670424751,"68"
"8N13915",-0.516844277077626,1,30.2,43798,43320,64771,-0.0177452670424751,"34"
"8N13923",-0.913454418947253,2,29.95,43554,43070,64391,-0.0169952670424751,"27"
"8N13926",0.5237520396451,1,32.4,43610,43120,64465,-0.0169752670424751,"27"
"8N13927",-2.81089690067595,4,28.075,43781,43270,64683,-0.0158352670424751,"27"
"8N13928",-1.08780041525328,4,29.975,46122,43320,64761,0.0909347329575249,"27"
"8N13929",0.0320588424041958,3,32.2333333333333,43754,42950,64221,-0.00201526704247509,"27"
"8N13930",1.18017086821407,2,33.25,44756,43210,64604,0.0324147329575249,"27"
"8N13931",2.06395038729,2,34.3,44672,43340,64790,0.0224347329575249,"27"
"8N13932",-1.08864043853138,1,29.5,44467,43270,64704,0.0157947329575249,"27"
"8N13933",-0.42977967329483,3,31.1666666666667,44466,43350,64808,0.0122147329575249,"27"
"8N13934",-0.0963787672931953,2,31.75,44337,43230,64635,0.0117247329575249,"27"
"8N13937",-0.43541975315842,1,30.8,43428,43190,64563,-0.0286852670424751,"27"
"8N13948",0.980318648167625,5,32.6,44030,43340,64795,-0.00760526704247509,"26"
"8N13949",0.858978797347084,3,32.2333333333333,43798,43330,64785,-0.0181852670424751,"26"
"8N13951",1.9444487976713,2,33.95,44452,43310,64754,0.0133947329575249,"26"
"8N13954",1.45002481466389,1,34.8,43983,43200,64584,-0.00312526704247509,"26"
"8N13955",-0.164463240401673,1,30.7,44583,43320,64772,0.0188847329575249,"26"
"8N13956",0.118196188915522,3,31.6333333333333,43991,43330,64781,-0.00901526704247509,"28"
"8N13962",-0.347810829971509,2,30.85,44907,43320,64763,0.0341447329575249,"28"
"8N13967",-0.826195039164885,1,30.3,43869,43270,64681,-0.0117852670424751,"28"
"8N13968",0.495263774371927,1,32.5,46954,43300,64735,0.130634732957525,"28"
"8N13970",-0.917838795297892,2,30,44105,43300,64735,-0.00231526704247509,"27"
"8N13971",0.0237611179226131,2,31.9,44056,43250,64657,-0.00215526704247509,"27"
"8N13974",0.453042902392335,5,32.32,44209,43320,64772,0.00143473295752491,"27"
"8N13975",-1.19427331867212,1,29.3,44167,43300,64735,0.000664732957524908,"27"
"8N13976",0.301345239272556,1,32.4,45823,43340,64798,0.0758347329575249,"27"
"8N13977",1.00181454370983,1,33.4,43546,43150,64516,-0.0213652670424751,"27"
"8N13981",1.69996760783921,2,34,44322,43280,64707,0.00875473295752491,"27"
"8N13983",1.79677996685478,1,34.7,44091,43280,64710,-0.00220526704247509,"27"
"8N13984",-0.273909537142882,3,31.2666666666667,43940,43250,64664,-0.00775526704247509,"27"
"8N13985",-0.86574900648164,1,29.1,43766,43180,64549,-0.0125352670424751,"27"
"8N13986",0.0937068501656326,3,31.8,43774,43350,64810,-0.0200952670424751,"27"
"8N14001",-1.12685499946446,1,29.6,43967,43270,64689,-0.00725526704247509,"28"
"8N14002",1.72437080971863,3,34,43638,43310,64761,-0.0248052670424751,"28"
"8N14003",0.999437984813448,2,33.4,44068,43260,64667,-0.00200526704247509,"28"
"8N14004",-1.64481160873206,3,29.3666666666667,45568,43330,64788,0.0642347329575249,"28"
"8N14005",0.588534459119522,2,32.85,44044,43350,64803,-0.00729526704247509,"28"
"8N14006",-0.474477089875306,1,30.9,43679,43290,64722,-0.0218752670424751,"28"
"8N14007",0.123989856830375,1,32.1,45575,43210,64598,0.0707347329575249,"28"
"8N14008",-0.307574277032193,1,31.3,44053,43290,64718,-0.00421526704247509,"28"
"8N14009",-1.18477493490723,2,29.45,43212,42900,64149,-0.0253552670424751,"38"
"8N14010",1.7900753614651,4,33.775,43898,43360,64825,-0.0148652670424751,"26"
"8N14011",-0.723718743849604,1,29.7,48172,43270,64689,0.189034732957525,"33"
"8N14012",0.16475930343489,2,31.65,44301,43310,64756,0.00627473295752491,"33"
"8N14014",-0.225065380421888,1,31,43914,43340,64792,-0.0128952670424751,"33"
"8N14015",0.816623187346814,5,32.4,44081,43280,64709,-0.00248526704247509,"33"
"8N14016",-0.96938742031817,8,30.3,45667,43340,64794,0.0687347329575249,"33"
"8N14017",2.97854437000302,4,35.375,42746,42720,63886,-0.0385372670424751,"33"
"8N14018",0.375488006886743,3,32.3,43492,43260,64685,-0.0292052670424751,"27"
"8N14022",1.63898914696202,7,33.6571428571429,43643,43250,64656,-0.0213252670424751,"26"
"8N14023",0.352956953658875,2,32.2,44203,43330,64779,0.00094473295752491,"27"
"8N14031",-0.0906445608447645,4,31.85,44382,43310,64758,0.0100147329575249,"27"
"8N14041",0.162520478251051,2,31.6,44130,43310,64748,-0.00169526704247509,"26"
"8N14050",-0.569174276090006,3,30.7333333333333,44151,43200,64578,0.00476473295752491,"28"
"8N14051",-0.398109665891613,1,30.3,43688,43250,64661,-0.0195552670424751,"28"
"8N14052",1.0332037357033,3,32.5666666666667,44291,43360,64820,0.00362473295752491,"26"
"8N14057",-0.977032345416601,4,30.025,49827,43160,64534,0.271934732957525,"28"
"8N14064",-0.90210638200032,1,30.1,43499,43270,64683,-0.0289552670424751,"28"
"8N14089",0.0543598905153077,3,31.7333333333333,44416,43300,64730,0.0123547329575249,"27"
"8N14105",0.511610793752652,1,32.7,43985,43320,64773,-0.00909526704247509,"26"
"8N14106",0.834611677064169,1,33.4,43480,43290,64712,-0.0307682670424751,"26"
"8N14109",-2.5277958456823,2,27.7,43487,43290,64719,-0.0305812670424751,"28"
"8N14111",-0.545833667391677,2,31,43855,43290,64730,-0.0137252670424751,"27"
"8N14113",1.02180836348925,1,33.1,47009,43320,64758,0.132334732957525,"27"
"8N14115",-1.15029857387943,1,29.4,44025,43300,64735,-0.00589526704247509,"27"
"8N14116",-1.05621206537397,5,30.4,43851,43320,64764,-0.0150652670424751,"27"
"8N14119",1.45077694134188,7,33.1857142857143,44366,43310,64749,0.00942473295752491,"26"
"8N14127",0.0489701467706581,2,32.05,46177,43190,64572,0.0999347329575249,"20"
"8N14143",-2.12688823334427,2,28.3,43722,43240,64644,-0.0172452670424751,"28"
"8N14149",-0.338143873432195,2,31.4,44759,43320,64765,0.0272147329575249,"28"
"8N14152",-0.126192645075806,1,30.8,43774,43320,64770,-0.0187352670424751,"28"
"8N14157",-0.856762270618539,1,29.8,43870,43310,64751,-0.0136452670424751,"28"
"8N14161",-0.280164384305635,2,30.95,44494,43350,64811,0.0134847329575249,"27"
"8N14162",1.81586428389494,2,34.05,45788,43260,64672,0.0783347329575249,"27"
"8N14164",0.373240192264635,3,31.7666666666667,43999,43310,64754,-0.00781526704247509,"27"
"8N14166",-1.61286153036048,4,29.65,43994,43300,64733,-0.00744526704247509,"27"
"8N14167",-0.313867895359028,3,30.7333333333333,44120,43280,64699,-0.000605267042475086,"27"
"8N14176",-1.85765834452875,2,29.35,43787,43170,64551,-0.0109252670424751,"28"
"8N14178",-0.685953462835063,1,30.2,44426,43350,64811,0.0102547329575249,"28"
"8N14181",-2.51738709053213,3,28.3666666666667,43730,43320,64769,-0.0208652670424751,"28"
"8N14186",1.54998367199624,1,34.2,43843,43260,64671,-0.0124152670424751,"27"
"8N14187",2.52685237299879,3,34.7666666666667,43990,43230,64623,-0.00424526704247509,"27"
"8N14188",0.613343763439757,3,32.3666666666667,44134,43350,64813,-0.00337526704247509,"27"
"8N14189",0.266021340126796,2,32.1,43929,43290,64731,-0.0102552670424751,"27"
"8N14201",-0.884604631648499,1,30,44535,43340,64792,0.0159647329575249,"27"
"8N14212",1.08864993674873,1,33.5,44147,43340,64794,-0.00217526704247509,"33"
"8N14220",3.33166924341198,4,35.875,44427,43310,64741,0.0124547329575249,"27"
"8N14225",-1.30096865487215,4,29.775,44111,43310,64759,-0.00271526704247509,"27"
"8N14227",2.05446897125399,2,35.2,43799,43280,64704,-0.0155352670424751,"27"
"8N14231",-0.266290279318463,1,30.5,44396,43330,64784,0.00983473295752491,"26"
"8N14286",-0.254904824611828,1,29.7,43805,43260,64669,-0.0141952670424751,"68"
"8N14287",1.46196568867196,1,33.3,43353,43280,64716,-0.0366362670424751,"68"
"8N14288",-0.0212286666042832,1,30.2,43642,43320,64771,-0.0249452670424751,"68"
"8N14289",0.0670719869492944,1,30.4,43323,43270,64689,-0.0375042670424751,"68"
"8N14290",0.834383381963889,1,32,43273,43290,64730,-0.0406759670424751,"68"
"8N14291",0.462141984430694,1,31.2,43695,43290,64720,-0.0208552670424751,"68"
"8N14292",-0.493648241704043,1,29.3,43543,43330,64789,-0.0300802670424751,"68"
"8N14293",-1.88487749490077,2,27.5,43107,43270,64699,-0.0475652670424751,"68"
"8N14294",1.72923253253923,3,33.1666666666667,43348,43330,64776,-0.0389038670424751,"68"
"8N14295",0.605721607557113,1,31.5,43705,43320,64770,-0.0219152670424751,"68"
"8N14296",0.0835527999523344,1,30.5,43450,43230,64643,-0.0297152670424751,"68"
"8N14297",-0.94314829901707,1,28.3,43256,43220,64624,-0.0383322670424751,"68"
"8N14298",-0.25661369739824,1,29.7,43789,43300,64736,-0.0169252670424751,"68"
"8N14299",0.558404232478913,1,31.4,43724,43310,64755,-0.0206952670424751,"68"
"8N14300",0.645611332641333,1,31.6,43406,43300,64743,-0.0350012670424751,"68"
"8N14339",-0.022332842882763,1,30.7,43970,43290,64725,-0.00835526704247509,"68"
"8N14340",-0.105727202821677,5,31.02,43773,43270,64702,-0.0165652670424751,"68"
"8N14341",0.391824952782479,1,31.6,42990,42950,64250,-0.0380242670424751,"68"
"8N14342",-0.702684830394855,1,29.3,43740,43310,64755,-0.0198852670424751,"68"
"8N14343",0.814445218519013,1,32.4,43394,43300,64745,-0.0356342670424751,"68"
"8N14344",-1.30159533501211,1,28,43410,43340,64790,-0.0363922670424751,"68"
"8N14347",-0.292738391510507,1,30.1,43375,43330,64780,-0.0377422670424751,"68"
"8N14348",0.886474790168502,1,32.6,43810,43300,64730,-0.0159152670424751,"68"
"8N14350",0.575897349418123,1,31.9,44653,43250,64663,0.0256047329575249,"68"
"8N14351",0.941979731564012,1,32.7,44061,43290,64726,-0.00405526704247509,"68"
"8N14352",0.75972272803303,1,32.3,43135,43270,64697,-0.0462442670424751,"68"
"8N14353",-0.439350794362262,1,29.8,43295,43330,64778,-0.0415272670424751,"68"
"8N14354",0.278816732627011,1,31.2,44783,43280,64702,0.0304147329575249,"68"
"8N14355",-0.108518019898842,1,30.3,46348,43290,64721,0.102934732957525,"68"
"8N14437",-0.673189452482679,3,30.7333333333333,44351,43360,64826,0.00635473295752491,"27"
"8N14439",-0.525165534612414,3,30.8333333333333,43617,43260,64677,-0.0230952670424751,"27"
"8N14443",-1.94320534164164,1,27,44455,43190,64572,0.0192947329575249,"26"
"8N14445",-0.998957282712212,4,30.15,43957,43360,64817,-0.0118652670424751,"26"
"8N14446",1.33184902482139,2,33.4,45408,43330,64777,0.0570847329575249,"26"
"8N14515",-1.82666954187787,1,27,44131,43330,64777,-0.00236526704247509,"60"
"8N14516",0.336284775771449,2,31.15,45638,43330,64786,0.0676347329575249,"60"
"8N14517",-0.010644216023504,1,30.8,43547,43120,64483,-0.0200252670424751,"60"
"8N14518",-0.851862251121504,1,29,43282,43280,64703,-0.0395712670424751,"60"
"8N14519",0.187790420953446,2,31.05,43427,43240,64647,-0.0311972670424751,"60"
"8N14520",0.122006239793167,1,31,43778,43350,64814,-0.0200052670424751,"60"
"8N14521",-0.9501337632614,2,29.3,43508,43360,64828,-0.0329652670424751,"60"
"8N14522",-0.446622376692969,1,29.9,43658,43340,64804,-0.0252152670424751,"60"
"8N14523",-0.997078436569425,2,29.25,44366,43340,64789,0.00818473295752491,"60"
"8N14524",-0.826757470179444,1,29,44176,43310,64754,0.00053473295752491,"60"
"8N14525",-0.890125481991056,1,28.8,45257,43270,64692,0.0529247329575249,"60"
"8N14526",-0.869949871057159,1,29,43966,43330,64783,-0.0101952670424751,"60"
"8N14527",-1.82506708241515,1,27,44194,43330,64788,0.00019473295752491,"60"
"8N14528",-1.33835990390316,2,28.75,43941,43330,64782,-0.0114352670424751,"60"
"8N14529",-0.40883201689464,1,29.9,43604,43250,64662,-0.0231152670424751,"60"
"8N14530",-0.692047710563449,1,29.3,43888,43350,64807,-0.0146952670424751,"60"
"8N14531",-2.102171363524,2,27.55,44343,43340,64796,0.00684473295752491,"60"
"8N14532",-1.17862166664048,2,28.95,44688,43320,64774,0.0238847329575249,"60"
"8N14533",1.28926575334779,2,32.75,43454,43330,64787,-0.0341362670424751,"60"
"8N14534",1.11165461776134,2,32.45,43914,43350,64817,-0.0137852670424751,"60"
"8N14535",-1.07885808227623,2,29.05,44329,43330,64783,0.00680473295752491,"60"
"8N14536",0.281859403389069,2,31.2,44663,43310,64754,0.0231247329575249,"60"
"8N14537",-0.723108992539825,1,29.3,43927,43200,64599,-0.00604526704247509,"60"
"8N14538",-0.40067816838127,2,30.2,43848,43340,64795,-0.0160852670424751,"60"
"8N14539",-1.67756586395472,2,28.2,42608,42790,63993,-0.0484662670424751,"60"
"8N14540",-1.20029343993841,2,28.9,43603,43210,64608,-0.0216152670424751,"60"
"8N14541",-1.674475794522,2,28.25,43412,43090,64421,-0.0249452670424751,"60"
"8N14542",-1.07619852743834,2,29.1,43590,43350,64807,-0.0284552670424751,"60"
"8N14543",-1.63684919612476,1,27.4,44015,43300,64729,-0.00636526704247509,"60"
"8N14544",1.12172165282856,1,33.1,43421,43340,64793,-0.0359592670424751,"60"
"8N14545",0.311100471102228,1,31.4,43646,43330,64780,-0.0251652670424751,"60"
"8N14546",0.248760799505487,2,31.15,43448,43360,64830,-0.0358912670424751,"60"
"8N14547",-0.266028585070475,1,30.2,43654,43340,64803,-0.0254152670424751,"60"
"8N14548",-0.851174159603337,2,29.45,43525,43340,64795,-0.0311302670424751,"60"
"8N14550",1.34708185605986,2,32.9,43703,43330,64788,-0.0226952670424751,"60"
"8N14551",-0.0570956084890406,2,30.75,43495,43330,64783,-0.0321492670424751,"60"
"8N14552",0.957261372999829,1,32.8,43946,43310,64745,-0.00998526704247509,"60"
"8N14553",0.550960010426988,1,31.9,44883,43340,64796,0.0322347329575249,"60"
"8N14554",0.868748625754142,1,32.5,44627,43330,64777,0.0207747329575249,"60"
"8N14555",0.611541433793182,1,32.1,43473,43330,64789,-0.0333572670424751,"60"
