phenotype,population,model,fold,fold_label,mode,cv_strategy,json_path,test_correlation,metric__mean_inner_r,model_type,hidden_dims,dropout,batch_norm,lr,weight_decay,epochs,loss,optimizer,graph_mode,cutoff,grm_norm,self_loops,use_snp_selection,num_snps,sage_aggr,sage_normalize,sage_project,knn_k,weighted_edges,symmetrize_mode,source
body_mass,loio,gcn_results,3,4,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\gcn_results.json,0.20941651704689793,0.2060722427991269,gcn,"(512, 64)",0.5851427021188239,False,3.414794782899591e-05,3.530580530855834e-05,337.0,mse,adam,cutoff,0.8382651428657573,cosine,True,True,53461.0,,,,,,,
body_mass,loio,gcn_results,4,5,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\gcn_results.json,0.06186391087851428,0.2252931716210324,gcn,"(512, 64)",0.5094843052310678,False,3.692849425850417e-05,6.838984413535131e-07,124.0,mse,adam,cutoff,0.5884052573511843,gcn,False,True,39727.0,,,,,,,
body_mass,loio,gcn_results,5,6,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\gcn_results.json,0.12874540099825613,0.20253009217805906,gcn,"(512, 256)",0.4055419239178221,False,2.10237619698733e-05,7.071512183215949e-06,144.0,mse,adam,cutoff,0.7167962235821692,none,True,True,29412.0,,,,,,,
body_mass,loio,gcn_results,6,7,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\gcn_results.json,0.2412303048373474,0.1983807773174016,gcn,"(512, 128)",0.5072158736420113,False,0.0005420887646950755,9.00615031462239e-07,341.0,mse,adam,cutoff,0.8019440082507969,cosine_then_gcn,True,False,,,,,,,,
body_mass,loio,gcn_results,7,8,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\gcn_results.json,0.003365881312283616,0.26446638969779857,gcn,"(512, 64)",0.4955452919692732,False,3.526977153932775e-05,4.2214341531544256e-05,206.0,mse,adam,cutoff,0.568644244863189,none,True,True,57880.0,,,,,,,
body_mass,loio,gcn_results,8,9,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\gcn_results.json,0.3097898326521111,0.19777282928305592,gcn,"(256, 128, 64)",0.16682889731985032,False,2.492113288893167e-05,0.0006869176780712106,213.0,mse,adam,cutoff,0.8819495067809748,cosine,False,False,,,,,,,,
body_mass,loio,gcn_results,9,10,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\gcn_results.json,0.136915069146378,0.22750918927435956,gcn,"(512, 64)",0.5845405350966137,False,2.4000504237921434e-05,1.1089192831268423e-05,304.0,mae,adam,cutoff,0.7842927284296122,cosine,True,False,,,,,,,,
body_mass,loio,gcn_results,10,11,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\gcn_results.json,0.013096881144221745,0.21187585514319823,gcn,"(512, 256)",0.3308087442571462,False,1.106099658695129e-05,2.3508982452405653e-05,164.0,mae,adam,knn,,,,False,,,,,8.0,True,union,grm
body_mass,loio,mlp_ens_results,0,1,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,0.25535611164506056,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_ens_results,1,2,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,0.3172153492937142,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_ens_results,2,3,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,0.18694300564468858,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_ens_results,3,4,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,0.21323587030787416,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_ens_results,4,5,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,0.1348189918038087,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_ens_results,5,6,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,0.15263949417444267,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_ens_results,6,7,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,0.28854955456087733,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_ens_results,7,8,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,-0.0032345226698286544,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_ens_results,8,9,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,0.31682673769110603,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_ens_results,9,10,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,0.1543168686042986,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_ens_results,10,11,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_ens_results.json,0.29387326765475513,,,,,,,,,,,,,,,,,,,,,,,
body_mass,loio,mlp_results,0,1,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.20102642859636372,0.22977306550283125,mlp,"(512, 128)",0.28705243979497036,False,2.6527096072534922e-06,3.066972149048386e-05,199.0,mae,adam,off,,,,False,,,,,,,,
body_mass,loio,mlp_results,1,2,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.38859333499456944,0.20611400028218546,mlp,"(512, 64)",0.5158912935711838,False,4.057664316154951e-06,0.00010545288076174893,163.0,mae,adam,off,,,,False,,,,,,,,
body_mass,loio,mlp_results,2,3,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.1496611479494279,0.2331571217408679,mlp,"(512, 128)",0.19318190807276772,False,2.9223875438393487e-05,1.083587277626603e-05,52.0,mse,adam,off,,,,False,,,,,,,,
body_mass,loio,mlp_results,3,4,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.17497785977337724,0.21897778420797964,mlp,"(512, 64)",0.19547990147536237,True,6.56812534199945e-05,1.9437687383595705e-07,154.0,mse,adam,off,,,,False,,,,,,,,
body_mass,loio,mlp_results,4,5,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.1049485572556471,0.23432816000254308,mlp,"(512, 256)",0.39034506699885807,False,1.7684028224826088e-06,4.891702479151897e-05,350.0,mae,adam,off,,,,True,29509.0,,,,,,,
body_mass,loio,mlp_results,5,6,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.15890660915675123,0.20470863597462086,mlp,"(256, 128)",0.19111528003036643,False,4.92470810763432e-06,3.281122696130593e-07,102.0,mae,adam,off,,,,True,30013.0,,,,,,,
body_mass,loio,mlp_results,6,7,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.2571640327676214,0.21110188042063088,mlp,"(512, 64)",0.2780123825650996,False,4.4134414168990764e-05,1.1881360769346951e-05,50.0,mae,adam,off,,,,True,24547.0,,,,,,,
body_mass,loio,mlp_results,7,8,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.015910747182561007,0.2558381167454596,mlp,"(512, 64)",0.14418675848666226,True,4.2183115388474145e-05,2.1713968539861102e-06,301.0,mae,adam,off,,,,False,,,,,,,,
body_mass,loio,mlp_results,8,9,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.30661553935899616,0.2024649360837997,mlp,"(512, 64)",0.10147361034800512,True,7.930822344385841e-05,4.8579636078123655e-05,305.0,mse,adam,off,,,,False,,,,,,,,
body_mass,loio,mlp_results,9,10,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.1149619234380547,0.22987141000414538,mlp,"(512, 128)",0.1793976228794959,False,2.458251549609619e-05,3.4816631796572944e-05,56.0,mse,adam,off,,,,False,,,,,,,,
body_mass,loio,mlp_results,10,11,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\mlp_results.json,0.3085929473267855,0.21788235796102784,mlp,"(256, 128, 64)",0.12781058210481908,False,2.6249899486964536e-06,6.048084977980174e-05,203.0,mse,adam,off,,,,False,,,,,,,,
body_mass,loio,sage_inductive_results,0,1,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.23187066607903492,0.22554089875626887,graphsage,"(512, 128)",0.269314504244961,True,0.0009055043022656203,2.0836188156435488e-07,201.0,mae,adam,knn,,,,False,,,,,2.0,True,mutual,grm
body_mass,loio,sage_inductive_results,1,2,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.4441491465092217,0.20691390968824003,graphsage,"(512, 256)",0.26212875582742406,True,3.203141124641891e-05,6.985841042903831e-06,218.0,mae,adam,knn,,,,False,,,,,1.0,False,union,grm
body_mass,loio,sage_inductive_results,2,3,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.16115021906549143,0.2329593501190414,graphsage,"(512, 128)",0.3002509461265407,True,0.00029357260479630643,1.1895001847977213e-07,155.0,mae,adam,knn,,,,False,,,,,1.0,False,union,grm
body_mass,loio,sage_inductive_results,3,4,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.20335402018734272,0.2349933948772002,graphsage,"(512, 128)",0.1476118806049251,True,2.8447836518732854e-05,8.543431377141521e-07,224.0,mae,adam,knn,,,,False,,,,,1.0,True,union,grm
body_mass,loio,sage_inductive_results,4,5,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.11193611703315114,0.2237455137341028,graphsage,"(512, 64)",0.13125725419455947,True,0.00012610516670821795,1.2002845982817939e-06,313.0,mae,adam,knn,,,,False,,,,,2.0,True,mutual,grm
body_mass,loio,sage_inductive_results,5,6,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.13573054857823438,0.2010382965002564,graphsage,"(128, 64)",0.40164276616054384,False,4.797540981025209e-05,3.8354094068096385e-07,140.0,mse,adam,knn,,,,True,29980.0,,,,2.0,False,mutual,grm
body_mass,loio,sage_inductive_results,6,7,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.251449283918235,0.2109421908361985,graphsage,"(512, 128)",0.2823464802248515,True,7.553594258165959e-05,1.6545588052308386e-07,336.0,mae,adam,knn,,,,False,,,,,1.0,True,union,grm
body_mass,loio,sage_inductive_results,7,8,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.07240807599940874,0.2593361485337199,graphsage,"(512, 64)",0.21870368123902434,True,1.3745268683094809e-05,1.4995973022866116e-05,319.0,mae,adam,knn,,,,False,,,,,2.0,False,union,grm
body_mass,loio,sage_inductive_results,8,9,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.33108540138856524,0.2143104827856536,graphsage,"(512, 128)",0.21511803255773695,True,7.782922670752638e-05,1.2558946242093036e-05,279.0,mae,adam,knn,,,,False,,,,,1.0,False,union,grm
body_mass,loio,sage_inductive_results,9,10,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.12019850164131869,0.23724634758617844,graphsage,"(256, 128)",0.17762819689792803,True,0.00034567580450331785,1.062290158750041e-06,342.0,mae,adam,knn,,,,False,,,,,2.0,False,mutual,grm
body_mass,loio,sage_inductive_results,10,11,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_inductive_results.json,0.2983719036928974,0.2194766900439436,graphsage,"(512, 256)",0.3031866573823564,True,0.0001673606641622881,3.187550679449739e-06,262.0,mae,adam,knn,,,,False,,,,,2.0,False,mutual,grm
body_mass,loio,sage_results,0,1,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.2448,0.2331,graphsage,"(512, 256)",0.3910695141978982,False,4.9303761196654966e-06,3.4231448348862473e-07,112.0,mse,adam,knn,,,,True,56862.0,,,,10.0,False,union,grm
body_mass,loio,sage_results,1,2,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.3718,0.2021,graphsage,"(512, 128)",0.36408879144501466,False,7.995355808001486e-06,0.00037356853803535695,115.0,mae,adam,knn,,,,True,50811.0,,,,8.0,False,union,grm
body_mass,loio,sage_results,2,3,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.1737,0.2248,graphsage,"(256, 128)",0.1502704561740268,False,0.00045894496510361863,4.821366541858742e-05,102.0,mae,adam,cutoff,0.827873905724995,cosine,True,True,48637.0,,,,,,,
body_mass,loio,sage_results,3,4,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.231,0.2149,graphsage,"(512, 128)",0.208323968711294,False,3.946386165160486e-05,0.0003655389108264632,112.0,mse,adam,knn,,,,True,31491.0,,,,10.0,True,union,grm
body_mass,loio,sage_results,4,5,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.1153,0.2346,graphsage,"(256, 128)",0.4603468404178617,False,2.9358245065548145e-05,1.067551467649617e-06,102.0,mae,adam,knn,,,,True,16605.0,,,,10.0,False,union,grm
body_mass,loio,sage_results,5,6,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.1139,0.2056,graphsage,"(512, 64)",0.5804071595084234,False,6.320473149494075e-06,0.00022434388084283663,199.0,mae,adam,knn,,,,True,31444.0,,,,7.0,False,union,grm
body_mass,loio,sage_results,6,7,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.2245,0.2111,graphsage,"(512, 64)",0.2431469759752179,False,3.37848638514423e-06,4.514011028030521e-06,84.0,mae,adam,cutoff,0.810359095332049,none,False,True,21614.0,,,,,,,
body_mass,loio,sage_results,7,8,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.0707,0.2566,graphsage,"(512, 128)",0.5361168773857847,False,2.0412164452152525e-06,1.6760336211419498e-07,350.0,mse,adam,cutoff,0.6531073512526786,cosine,False,False,,,,,,,,
body_mass,loio,sage_results,8,9,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.3378,0.2025,graphsage,"(512, 64)",0.2403423139348027,False,1.9296312771341526e-06,6.421211170778759e-07,263.0,mse,adam,knn,,,,True,52740.0,,,,9.0,False,union,grm
body_mass,loio,sage_results,9,10,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.09341355696713946,0.230178526869393,graphsage,"(512, 256)",0.4619352042335352,False,0.0001215123467249279,0.00037163792979294074,162.0,mae,adam,knn,,,,True,54240.0,,,,10.0,False,union,grm
body_mass,loio,sage_results,10,11,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\body_mass\loio\sage_results.json,0.08582531332674843,0.22122661243905534,graphsage,"(512, 256)",0.4394045080707554,False,1.4672737786278366e-06,7.171224701009662e-05,312.0,mae,adam,knn,,,,True,37315.0,,,,8.0,True,union,grm
thr_tarsus,within,gcn_results,0,1,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\gcn_results.json,0.3586922652092078,0.3612236390416207,gcn,"(256, 128, 64)",0.15284486495594646,False,0.0013863282818868477,6.648724740314952e-05,106.0,mae,adam,cutoff,0.5602095934757413,cosine_then_gcn,True,True,31222.0,,,,,,,
thr_tarsus,within,gcn_results,1,2,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\gcn_results.json,0.3337648473461904,0.3724566311165337,gcn,"(512, 64)",0.5328755462530413,False,3.218275505478667e-05,2.812584349127551e-05,187.0,mae,adam,cutoff,0.5789463404258907,cosine_then_gcn,True,False,,,,,,,,
thr_tarsus,within,gcn_results,2,3,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\gcn_results.json,0.3529464158632683,0.37476439791585225,gcn,"(512, 128)",0.40294597831783185,False,3.280220196928355e-05,1.1511654691939355e-07,155.0,mse,adam,cutoff,0.671391388679624,cosine_then_gcn,True,False,,,,,,,,
thr_tarsus,within,gcn_results,3,4,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\gcn_results.json,0.4592823049428621,0.36726476889190185,gcn,"(512, 64)",0.4871617200341089,False,0.00013349073619752365,5.458740584829599e-06,167.0,mae,adam,cutoff,0.595595400251212,cosine,True,False,,,,,,,,
thr_tarsus,within,gcn_results,4,5,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\gcn_results.json,0.3553281927981234,0.37660669034446326,gcn,"(256, 128)",0.5811745175018128,False,3.332627515981768e-05,0.00037361085590792003,175.0,mse,adam,knn,,,False,True,20218.0,,,,8.0,True,union,
thr_tarsus,within,gcn_results,5,6,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\gcn_results.json,0.3399355435153657,0.37915665729389936,gcn,"(512, 128)",0.2404013594995914,False,0.0005019524775609302,7.896924765308303e-06,158.0,mae,adam,cutoff,0.5251654973259725,cosine_then_gcn,True,True,42129.0,,,,,,,
thr_tarsus,within,gcn_results,6,7,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\gcn_results.json,0.3329418677027864,0.36806197678801444,gcn,"(512, 256)",0.19354931191888478,False,0.00018375458105385803,3.952631945498605e-05,61.0,mae,adam,cutoff,0.6349805501085073,none,False,True,18398.0,,,,,,,
thr_tarsus,within,gcn_results,7,8,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\gcn_results.json,0.3404407319393772,0.3727583944850618,gcn,"(256, 128)",0.5445006759369856,False,1.3248798147432497e-05,1.281785534153204e-07,238.0,mse,adam,knn,,,False,True,18284.0,,,,4.0,True,union,
thr_tarsus,within,gcn_results,8,9,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\gcn_results.json,0.4102397195908695,0.3755487195179888,gcn,"(128, 64)",0.48176693963239586,False,1.782079491020563e-05,1.6510875602752837e-07,203.0,mse,adam,knn,,,False,True,24972.0,,,,5.0,True,union,
thr_tarsus,within,gcn_results,9,10,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\gcn_results.json,0.3903604444635961,0.37435876783182165,gcn,"(512, 128)",0.4245840481297584,False,0.000232769908716316,6.862059155144902e-06,99.0,mae,adam,cutoff,0.6012123173898576,cosine,False,True,37685.0,,,,,,,
thr_tarsus,within,mlp_results,0,1,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\mlp_results.json,0.37490515662001916,0.37167049698084037,mlp,"(512, 64)",0.5179571818705924,False,1.2990621858524958e-06,5.121533957315459e-05,299.0,mse,adam,off,,,,True,49863.0,,,,,,,
thr_tarsus,within,mlp_results,1,2,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\mlp_results.json,0.3766104489135421,0.3832613767083373,mlp,"(512, 64)",0.4772933442783105,False,4.001858819168639e-06,0.00018827903254178634,212.0,mae,adam,off,,,,True,59453.0,,,,,,,
thr_tarsus,within,mlp_results,2,3,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\mlp_results.json,0.3849185568483172,0.38322585700154266,mlp,"(512, 64)",0.5005615233677189,False,3.6023700986939963e-06,3.738458785200354e-05,315.0,mae,adam,off,,,,False,,,,,,,,
thr_tarsus,within,mlp_results,3,4,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\mlp_results.json,0.43954610590320614,0.380144450478448,mlp,"(512, 128)",0.4406740697642267,False,1.0789704174219786e-06,1.2895530871385637e-05,306.0,mse,adam,off,,,,True,49514.0,,,,,,,
thr_tarsus,within,mlp_results,4,5,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\mlp_results.json,0.395726997577442,0.38653302499630326,mlp,"(512, 256)",0.5666711133206395,False,4.231114188993113e-06,1.9845236544080493e-05,310.0,mae,adam,off,,,,False,,,,,,,,
thr_tarsus,within,mlp_results,5,6,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\mlp_results.json,0.3398034011555498,0.38839046919030723,mlp,"(512, 128)",0.5879487131461686,False,2.328026676157891e-06,0.0003463111409126409,350.0,mse,adam,off,,,,True,52016.0,,,,,,,
thr_tarsus,within,mlp_results,6,7,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\mlp_results.json,0.4232526325403491,0.37800007718678985,mlp,"(512, 128)",0.5724355559555669,False,5.483531376256563e-06,6.610882180337482e-07,131.0,mse,adam,off,,,,True,58245.0,,,,,,,
thr_tarsus,within,mlp_results,7,8,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\mlp_results.json,0.357526305288591,0.3854968747574129,mlp,"(256, 128, 64)",0.21061355147800906,False,3.2177633662452014e-06,7.939795676395915e-06,195.0,mse,adam,off,,,,False,,,,,,,,
