phenotype,population,model,fold,fold_label,mode,cv_strategy,json_path,test_correlation,metric__mean_inner_r,model_type,hidden_dims,dropout,batch_norm,lr,weight_decay,epochs,loss,optimizer,graph_mode,cutoff,grm_norm,self_loops,use_snp_selection,num_snps,sage_aggr,sage_normalize,sage_project,knn_k,weighted_edges,symmetrize_mode,source
thr_tarsus,within,mlp_results,8,9,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\mlp_results.json,0.433789276306273,0.3876341413330123,mlp,"(256, 128)",0.4927900214601868,False,3.6948399043428998e-06,3.0526313812529495e-06,211.0,mse,adam,off,,,,False,,,,,,,,
thr_tarsus,within,mlp_results,9,10,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\mlp_results.json,0.4069510318079382,0.37854464520042397,mlp,"(512, 64)",0.5691349436045255,False,5.312120444179153e-06,6.881136331729615e-05,102.0,mse,adam,off,,,,False,,,,,,,,
thr_tarsus,within,sage_inductive_results,0,1,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_inductive_results.json,0.36153766541073185,0.36594746277080414,graphsage,"(512, 256)",0.4266693662965042,False,1.9012616924357e-05,2.2513326717484975e-05,151.0,mse,adam,knn,,,True,False,,mean,False,False,9.0,True,union,
thr_tarsus,within,sage_inductive_results,1,2,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_inductive_results.json,0.35691623622096846,0.3762546080912424,graphsage,"(512, 64)",0.43765512839980375,True,0.0055840045767841144,1.6119732238987095e-06,58.0,mae,adam,knn,,,False,True,8353.0,max,False,False,7.0,False,union,
thr_tarsus,within,sage_inductive_results,2,3,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_inductive_results.json,0.3513667389843824,0.3803527175574281,graphsage,"(512, 64)",0.19055568892299757,False,1.8769707500733783e-05,1.1517904174589985e-05,238.0,mse,adam,knn,,,True,False,,mean,False,False,9.0,True,mutual,
thr_tarsus,within,sage_inductive_results,3,4,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_inductive_results.json,0.43986493492714546,0.3824741529048902,graphsage,"(512, 128)",0.3645734643118367,False,1.5577418132406002e-05,8.715828489321639e-06,91.0,mse,adam,cutoff,0.8650908578747942,cosine_then_gcn,False,False,,mean,False,False,,,,
thr_tarsus,within,sage_inductive_results,4,5,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_inductive_results.json,0.37889945578864814,0.38210278205127163,graphsage,"(512, 256)",0.11492766601400164,False,4.091181020134148e-05,1.0612090922474046e-06,206.0,mae,adam,knn,,,True,True,39312.0,max,False,False,6.0,False,union,
thr_tarsus,within,sage_inductive_results,5,6,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_inductive_results.json,0.3518420542327661,0.3784195861322729,graphsage,"(512, 64)",0.5083532819381031,False,1.1745128263043009e-05,0.00011484117941590998,100.0,mae,adam,cutoff,0.8434540409790131,gcn,False,True,44168.0,max,False,False,,,,
thr_tarsus,within,sage_inductive_results,6,7,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_inductive_results.json,0.41177573211667556,0.3761033656282664,graphsage,"(256, 128, 64)",0.31301735617068777,False,1.0547427525503886e-05,5.632785096098992e-05,101.0,mse,adam,cutoff,0.8999179680693129,cosine,True,False,,mean,False,False,,,,
thr_tarsus,within,sage_inductive_results,7,8,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_inductive_results.json,0.33938477624873037,0.3741045796063055,graphsage,"(128, 64)",0.3046079978585891,False,7.342038369792512e-05,0.0005912349715931447,151.0,mae,adam,knn,,,True,True,23679.0,mean,False,False,10.0,True,union,
thr_tarsus,within,sage_inductive_results,8,9,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_inductive_results.json,0.44616551820165423,0.376105414027429,graphsage,"(256, 128)",0.20608227971931342,False,1.78788614603455e-05,8.257197492933872e-05,90.0,mse,adam,cutoff,0.8235279245569815,cosine_then_gcn,True,False,,mean,False,False,,,,
thr_tarsus,within,sage_inductive_results,9,10,inductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_inductive_results.json,0.3893541941357064,0.3744651287832118,graphsage,"(512, 256)",0.4101001491290043,False,1.0078907975024247e-05,0.0002389669082059116,213.0,mae,adam,cutoff,0.5585024081518861,none,False,True,43033.0,max,False,False,,,,
thr_tarsus,within,sage_results,0,1,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_results.json,0.3996304420068555,0.3576547701841141,graphsage,"(512, 256)",0.11270765806217219,True,2.4229211632516793e-05,1.816974607395075e-05,350.0,mae,adam,knn,,,True,False,,mean,False,False,10.0,True,union,
thr_tarsus,within,sage_results,1,2,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_results.json,0.3522867657224188,0.37979444876206886,graphsage,"(256, 128)",0.45717621365789235,False,1.1907294264797665e-05,9.49213495737153e-06,103.0,mse,adam,cutoff,0.8186284914730857,cosine_then_gcn,True,True,41882.0,max,False,False,,,,
thr_tarsus,within,sage_results,2,3,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_results.json,0.3942290402388668,0.3914066785204766,graphsage,"(512, 64)",0.39753901302221023,True,0.0028958070619824845,7.070549491603121e-07,54.0,mae,adam,knn,,,False,True,25482.0,max,False,False,9.0,False,union,
thr_tarsus,within,sage_results,3,4,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_results.json,0.43960064632699064,0.3714952871274934,graphsage,"(512, 128)",0.586697299915223,False,1.3086923599023284e-05,0.00014502360370567495,199.0,mae,adam,cutoff,0.5917318288992597,cosine_then_gcn,True,True,52483.0,max,False,False,,,,
thr_tarsus,within,sage_results,4,5,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_results.json,0.3880387066260243,0.3858314283661085,graphsage,"(512, 128)",0.5586196135096566,False,1.2110631564019284e-05,0.0002036101284770173,223.0,mse,adam,knn,,,False,False,,mean,False,False,10.0,False,union,
thr_tarsus,within,sage_results,5,6,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_results.json,0.3622515983894837,0.3827198341723822,graphsage,"(512, 128)",0.18798089332200202,False,2.2150337168443826e-05,1.8403320953357915e-05,211.0,mse,adam,cutoff,0.40357893783141857,gcn,False,True,31114.0,max,False,False,,,,
thr_tarsus,within,sage_results,6,7,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_results.json,0.4100858783288313,0.37699470073723285,graphsage,"(512, 256)",0.5625440007019222,False,1.2522020029443065e-05,3.546959055157529e-07,237.0,mse,adam,knn,,,True,False,,mean,False,False,9.0,True,union,
thr_tarsus,within,sage_results,7,8,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_results.json,0.3374702728716508,0.37916936401711226,graphsage,"(128, 64)",0.13838844685503882,False,0.00020991434698386865,1.1776051413827449e-07,76.0,mae,adam,cutoff,0.564831934508057,cosine,False,True,39561.0,mean,False,False,,,,
thr_tarsus,within,sage_results,8,9,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_results.json,0.4256497727677349,0.39327315093026083,graphsage,"(512, 256)",0.5221563492774629,True,0.008239345584724958,1.0111570568804372e-07,295.0,mae,adam,knn,,,False,True,31447.0,max,True,False,10.0,False,union,
thr_tarsus,within,sage_results,9,10,transductive,kfold,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\within\sage_results.json,0.34626445783725246,0.37168880428944984,graphsage,"(512, 256)",0.20066179630075898,False,0.00035696564838976397,0.0004030661949788497,179.0,mae,adam,cutoff,0.5345883385614858,cosine,True,True,46162.0,max,False,False,,,,
thr_tarsus,loio,ens_sage_results,0,1,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.314988142209114,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,ens_sage_results,1,2,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.2795269140492652,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,ens_sage_results,2,3,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.20934715635478235,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,ens_sage_results,3,4,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.3192561788728193,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,ens_sage_results,4,5,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.18034761705375565,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,ens_sage_results,5,6,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.21000880396133434,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,ens_sage_results,6,7,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.3677832846753279,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,ens_sage_results,7,8,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.10378562656643711,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,ens_sage_results,8,9,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.31497011310991846,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,ens_sage_results,9,10,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.25486303128687604,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,ens_sage_results,10,11,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\ens_sage_results.json,0.278701053092951,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,gcn_inductive_results,0,1,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.20048276517899788,0.281195945934909,gcn,"(512, 256)",0.5728646639998635,True,0.00036194769928780664,1.8866121123204577e-05,50.0,mae,adam,knn,,,,False,,,,,2.0,True,mutual,grm
thr_tarsus,loio,gcn_inductive_results,1,2,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.33006992672933677,0.2523881302783792,gcn,"(128, 64)",0.47836304193545737,True,0.00022258785099978792,0.00024435647545823543,145.0,mae,adam,cutoff,0.500744754050868,gcn,True,False,,,,,,,,
thr_tarsus,loio,gcn_inductive_results,2,3,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.1747398258517224,0.2896866866250189,gcn,"(512, 128)",0.3825208351147634,True,0.000256301032453184,3.4389662210412277e-07,35.0,mae,adam,cutoff,0.33696104910798486,cosine_then_gcn,False,False,,,,,,,,
thr_tarsus,loio,gcn_inductive_results,3,4,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.2938849768403128,0.26003222010045196,gcn,"(512, 64)",0.4118825070804765,False,0.0001866500825653121,0.0003302734593119496,194.0,mae,adam,cutoff,0.3874673187073281,cosine,False,True,31695.0,,,,,,,
thr_tarsus,loio,gcn_inductive_results,4,5,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.21519144456690084,0.2738524640817953,gcn,"(512, 64)",0.12458351834455862,False,0.00024534312280030863,1.2552694452323417e-06,159.0,mae,adam,cutoff,0.3331600086296748,gcn,True,True,43470.0,,,,,,,
thr_tarsus,loio,gcn_inductive_results,5,6,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.22541773117673952,0.26062409862977765,gcn,"(512, 64)",0.15407286392957648,True,0.0004129854034121368,0.00017030853162865788,67.0,mae,adam,knn,,,,False,,,,,1.0,True,union,grm
thr_tarsus,loio,gcn_inductive_results,6,7,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.4037288772848817,0.2521425974510857,gcn,"(512, 128)",0.5999227473276506,True,0.000429257799681809,8.301673085457391e-06,91.0,mse,adam,cutoff,0.4281105823489983,cosine_then_gcn,True,False,,,,,,,,
thr_tarsus,loio,gcn_inductive_results,7,8,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.089540079924033,0.3061170902213356,gcn,"(256, 128)",0.4434237882782925,True,0.0009555818359433152,1.487137887243644e-07,117.0,mae,adam,cutoff,0.49955846996874226,none,True,False,,,,,,,,
thr_tarsus,loio,gcn_inductive_results,8,9,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.24800595686362764,0.266320825956688,gcn,"(256, 128)",0.12592755060226746,True,0.00030161384008819904,7.482375834641519e-06,73.0,mae,adam,knn,,,,False,,,,,5.0,True,union,grm
thr_tarsus,loio,gcn_inductive_results,9,10,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.3018740702980929,0.28544435198517104,gcn,"(512, 64)",0.4762026255526619,True,0.0009967765584789309,2.086199043804114e-05,158.0,mae,adam,knn,,,,False,,,,,5.0,True,mutual,grm
thr_tarsus,loio,gcn_inductive_results,10,11,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_inductive_results.json,0.11707107120074715,0.2904696112766307,gcn,"(512, 128)",0.32958494375961506,True,0.00038559050717185004,3.010420999525175e-06,244.0,mae,adam,knn,,,,False,,,,,6.0,True,mutual,grm
thr_tarsus,loio,gcn_results,0,1,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.33756195880559564,0.27733946425430417,gcn,"(512, 64)",0.39013182892137493,False,0.00010001041857857009,4.794316075686437e-07,266.0,mae,adam,cutoff,0.33503812513966424,gcn,True,,,,,,,,,
thr_tarsus,loio,gcn_results,1,2,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.32127918928291616,0.25345108797387156,gcn,"(512, 64)",0.42643907355518756,False,2.4031285761451937e-05,5.290644268653883e-06,188.0,mae,adam,cutoff,0.5019407169670828,cosine_then_gcn,False,,,,,,,,,
thr_tarsus,loio,gcn_results,2,3,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.22425669525951067,0.28667309177829836,gcn,"(512, 64)",0.3325073776921427,False,3.620708206444115e-05,1.0285755797702942e-07,197.0,mae,adam,cutoff,0.3712408596445895,gcn,True,,,,,,,,,
thr_tarsus,loio,gcn_results,3,4,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.3217210729434975,0.2508943459699088,gcn,"(512, 128)",0.395869845219888,False,8.744759227580868e-05,3.3944348602942405e-06,286.0,mae,adam,cutoff,0.5073126401704542,gcn,True,,,,,,,,,
thr_tarsus,loio,gcn_results,4,5,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.2043684915932742,0.27530312634760706,gcn,"(512, 128)",0.32098380769865004,False,0.0001858496789758118,9.234992417049446e-05,114.0,mae,adam,cutoff,0.398605143048177,cosine_then_gcn,True,,,,,,,,,
thr_tarsus,loio,gcn_results,5,6,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.2058267004329888,0.2529433429040175,gcn,"(256, 128)",0.36171682958447826,False,9.630314100242289e-05,1.97525555808687e-07,255.0,mae,adam,cutoff,0.3609795258630032,gcn,True,,,,,,,,,
thr_tarsus,loio,gcn_results,6,7,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.34959432233529764,0.2563724304844033,gcn,"(512, 256)",0.36555738801945203,False,7.00062435172114e-05,0.0007370085098097965,315.0,mae,adam,cutoff,0.504650581205048,gcn,True,,,,,,,,,
thr_tarsus,loio,gcn_results,7,8,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.06630831699938809,0.3043614056516969,gcn,"(512, 64)",0.5041289192929338,False,4.285742555357431e-05,1.1269045157872955e-06,332.0,mae,adam,cutoff,0.49164383298106923,gcn,True,,,,,,,,,
thr_tarsus,loio,gcn_results,8,9,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.3612836427822191,0.2505695460871202,gcn,"(512, 64)",0.20003152328140522,False,0.00010285579055646403,6.356073073096209e-06,178.0,mae,adam,cutoff,0.5636785214201019,cosine,False,,,,,,,,,
thr_tarsus,loio,gcn_results,9,10,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.23766969441809266,0.2853403450763257,gcn,"(512, 64)",0.27892481092977794,False,0.00010049564303323761,7.342358901470267e-07,157.0,mae,adam,cutoff,0.8145581736432256,gcn,False,,,,,,,,,
thr_tarsus,loio,gcn_results,10,11,transductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\gcn_results.json,0.09080410662604185,0.27778508486335235,gcn,"(512, 128)",0.3736943057341745,False,0.00018275151650104846,3.17845342330573e-05,184.0,mae,adam,cutoff,0.6974372527306638,gcn,True,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,0,1,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.32839613108801236,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,1,2,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.24752115568148586,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,2,3,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.21783203857274921,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,3,4,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.25446896682523246,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,4,5,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.21718697797383682,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,5,6,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.21708994235746323,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,6,7,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.3271150951718344,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,7,8,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.10825847204190817,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,8,9,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.3339562444544008,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,9,10,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.2404801599803161,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_ens_results,10,11,inductive_ensemble,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_ens_results.json,0.1742453292332854,,,,,,,,,,,,,,,,,,,,,,,
thr_tarsus,loio,mlp_results,0,1,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.299649174725488,0.2809523674077484,mlp,"(512, 128)",0.522763824940561,False,1.6655411381431428e-05,5.5364302729374755e-06,77.0,mae,adam,off,,,,False,,,,,,,,
thr_tarsus,loio,mlp_results,1,2,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.3276931296572576,0.25786006345063966,mlp,"(512, 64)",0.5715304703679751,False,1.0789476215444663e-05,2.8463577405517332e-05,156.0,mae,adam,off,,,,True,36998.0,,,,,,,
thr_tarsus,loio,mlp_results,2,3,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.23637891764275268,0.276079263167137,mlp,"(512, 128)",0.4924282944620625,False,1.3647717011857641e-05,9.669007411980968e-06,73.0,mae,adam,off,,,,False,,,,,,,,
thr_tarsus,loio,mlp_results,3,4,inductive,leave_island_out,c:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\25H\Prosjekt\Project_thesis\outputs\nested_cv\thr_tarsus\loio\mlp_results.json,0.2853724461613121,0.2653727993063316,mlp,"(256, 128, 64)",0.2167350833618778,False,1.233329509404118e-06,3.2540700334609154e-06,335.0,mse,adam,off,,,,False,,,,,,,,
